CD.0, CL.0.0deg,  ,CD.1, CL.1.0deg, , CD.2, CL.2.0deg, , CD.3, CL.3.0deg, , CD.4, CL.4.0deg, , CD.5, CL.5.0deg, , 
   0.05543398,     0.4557049, ,    0.06015879,     0.5159858, ,    0.06595148,     0.5759224, ,    0.07285979,     0.6354681, ,    0.08099926,     0.6945767, ,    0.08999383,     0.7532028, , 
   0.05401704,     0.4557049, ,    0.05856237,     0.5159858, ,    0.06417651,     0.5759224, ,    0.07090874,     0.6354681, ,    0.07882949,     0.6945767, ,    0.08670433,     0.7532028, , 
   0.05303521,     0.4557049, ,    0.05748359,     0.5159858, ,    0.06299723,     0.5759224, ,    0.06961927,     0.6354681, ,    0.07739093,     0.6945767, ,    0.08511228,     0.7532028, , 
   0.05216382,     0.4557049, ,    0.05653789,     0.5159858, ,    0.06197369,     0.5759224, ,    0.06851058,     0.6354681, ,    0.07617492,     0.6945767, ,    0.08368899,     0.7532028, , 
   0.05133212,     0.4557049, ,    0.05563448,     0.5159858, ,    0.06099675,     0.5759224, ,    0.06745438,     0.6354681, ,    0.07501964,     0.6945767, ,    0.08253708,     0.7532028, , 
   0.05062877,     0.4557049, ,    0.05486781,     0.5159858, ,    0.06016898,     0.5759224, ,     0.0665641,     0.6354681, ,    0.07405234,     0.6945767, ,    0.08150388,     0.7532028, , 
   0.04998125,     0.4557049, ,    0.05416025,     0.5159858, ,    0.05940443,     0.5759224, ,    0.06574303,     0.6354681, ,    0.07316117,     0.6945767, ,    0.08059969,     0.7532028, , 
   0.04941006,     0.4557049, ,    0.05353095,     0.5159858, ,    0.05872082,     0.5759224, ,    0.06500862,     0.6354681, ,    0.07236347,     0.6945767, ,    0.07973082,     0.7532028, , 
   0.04884574,     0.4557049, ,    0.05290991,     0.5159858, ,    0.05804648,     0.5759224, ,    0.06428432,     0.6354681, ,    0.07157675,     0.6945767, ,    0.07888801,     0.7532028, , 
   0.04828448,     0.4557049, ,    0.05229233,     0.5159858, ,    0.05737618,     0.5759224, ,    0.06356468,     0.6354681, ,    0.07079529,     0.6945767, ,    0.07811622,     0.7532028, , 
    0.0477675,     0.4557049, ,    0.05171764,     0.5159858, ,     0.0567507,     0.5759224, ,    0.06289303,     0.6354681, ,    0.07006567,     0.6945767, ,     0.0774173,     0.7532028, , 
    0.0472911,     0.4557049, ,    0.05118447,     0.5159858, ,     0.0561697,     0.5759224, ,    0.06226973,     0.6354681, ,    0.06938928,     0.6945767, ,     0.0767955,     0.7532028, , 
   0.04686593,     0.4557049, ,    0.05070387,     0.5159858, ,    0.05564414,     0.5759224, ,    0.06170591,     0.6354681, ,    0.06877683,     0.6945767, ,    0.07619814,     0.7532028, , 
   0.04645502,     0.4557049, ,    0.05023816,     0.5159858, ,     0.0551335,     0.5759224, ,    0.06115742,     0.6354681, ,     0.0681803,     0.6945767, ,     0.0756376,     0.7532028, , 
   0.04607057,     0.4557049, ,    0.04980315,     0.5159858, ,     0.0546587,     0.5759224, ,    0.06065121,     0.6354681, ,    0.06763624,     0.6945767, ,    0.07513712,     0.7532028, , 
    0.0457315,     0.4557049, ,    0.04941964,     0.5159858, ,     0.0542425,     0.5759224, ,    0.06021217,     0.6354681, ,    0.06717208,     0.6945767, ,    0.07464632,     0.7532028, , 
    0.0453993,     0.4557049, ,    0.04904385,     0.5159858, ,    0.05383459,     0.5759224, ,    0.05978187,     0.6354681, ,    0.06671708,     0.6945767, ,    0.07417083,     0.7532028, , 
   0.04507897,     0.4557049, ,    0.04868142,     0.5159858, ,     0.0534409,     0.5759224, ,    0.05936601,     0.6354681, ,    0.06627691,     0.6945767, ,    0.07373428,     0.7532028, , 
   0.04478634,     0.4557049, ,    0.04834907,     0.5159858, ,     0.0530795,     0.5759224, ,    0.05898377,     0.6354681, ,    0.06587203,     0.6945767, ,    0.07331733,     0.7532028, , 
   0.04450684,     0.4557049, ,    0.04803117,     0.5159858, ,    0.05273379,     0.5759224, ,    0.05861837,     0.6354681, ,    0.06548507,     0.6945767, ,    0.07292047,     0.7532028, , 
   0.04424091,     0.4557049, ,    0.04772819,     0.5159858, ,    0.05240488,     0.5759224, ,    0.05827108,     0.6354681, ,    0.06511727,     0.6945767, ,     0.0725289,     0.7532028, , 
   0.04397872,     0.4557049, ,    0.04742934,     0.5159858, ,    0.05208046,     0.5759224, ,    0.05792858,     0.6354681, ,    0.06475449,     0.6945767, ,    0.07214201,     0.7532028, , 
   0.04372019,     0.4557049, ,    0.04713451,     0.5159858, ,    0.05176023,     0.5759224, ,     0.0575904,     0.6354681, ,    0.06439619,     0.6945767, ,    0.07177154,     0.7532028, , 
   0.04347473,     0.4557049, ,    0.04685365,     0.5159858, ,    0.05145461,     0.5759224, ,    0.05726746,     0.6354681, ,    0.06405371,     0.6945767, ,    0.07141281,     0.7532028, , 
   0.04323338,     0.4557049, ,    0.04658055,     0.5159858, ,    0.05115861,     0.5759224, ,    0.05695521,     0.6354681, ,    0.06372247,     0.6945767, ,    0.07108474,     0.7532028, , 
   0.04300823,     0.4557049, ,    0.04632673,     0.5159858, ,    0.05088464,     0.5759224, ,    0.05666681,     0.6354681, ,    0.06341704,     0.6945767, ,    0.07078629,     0.7532028, , 
   0.04279513,     0.4557049, ,    0.04608704,     0.5159858, ,    0.05062726,     0.5759224, ,     0.0563977,     0.6354681, ,     0.0631326,     0.6945767, ,    0.07049945,     0.7532028, , 
   0.04258662,     0.4557049, ,    0.04585313,     0.5159858, ,    0.05037655,     0.5759224, ,    0.05613628,     0.6354681, ,    0.06285639,     0.6945767, ,    0.07022651,     0.7532028, , 
    0.0423852,     0.4557049, ,    0.04562876,     0.5159858, ,    0.05013748,     0.5759224, ,    0.05588725,     0.6354681, ,    0.06259334,     0.6945767, ,    0.06996534,     0.7532028, , 
