CD,T4--1.0°-VLM2, , CD,T4--2.0°-VLM2, , CD,T4--3.0°-VLM2, , CD,T4--4.0°-VLM2, , CD,T4--5.0°-VLM2, , CD,T4--6.0°-VLM2, , CD,T4-0.0°-VLM2, , CD,T4-1.0°-VLM2, , CD,T4-2.0°-VLM2, , CD,T4-3.0°-VLM2, , CD,T4-4.0°-VLM2, , CD,T4-5.0°-VLM2, , 
   0.04278929,      0.258379, ,    0.04084525,     0.1997093, ,    0.03994828,     0.1409216, ,    0.03997172,    0.08206347, ,     0.0411116,    0.02318274, ,    0.04338914,   -0.03567288, ,    0.04593643,     0.3168833, ,    0.04981954,     0.3751749, ,    0.05541169,     0.4332071, ,    0.06230614,     0.4909337, ,    0.07049494,     0.5483087, ,     0.0752691,     0.6052873, , 
   0.04169531,      0.258379, ,    0.03977265,     0.1997093, ,    0.03889479,     0.1409216, ,     0.0389493,    0.08206347, ,    0.04020656,    0.02318274, ,    0.04264083,   -0.03567288, ,    0.04483966,     0.3168833, ,    0.04871717,     0.3751749, ,    0.05427328,     0.4332071, ,    0.06110342,     0.4909337, ,    0.06920463,     0.5483087, ,    0.07438739,     0.6052873, , 
   0.04063432,      0.258379, ,    0.03873816,     0.1997093, ,    0.03789201,     0.1409216, ,    0.03798107,    0.08206347, ,    0.03932886,    0.02318274, ,      0.041917,   -0.03567288, ,    0.04377245,     0.3168833, ,    0.04764096,     0.3751749, ,    0.05315996,     0.4332071, ,    0.05992682,     0.4909337, ,    0.06794152,     0.5483087, ,    0.07354124,     0.6052873, , 
   0.03972933,      0.258379, ,    0.03785278,     0.1997093, ,    0.03702874,     0.1409216, ,    0.03713613,    0.08206347, ,    0.03853671,    0.02318274, ,    0.04121837,   -0.03567288, ,    0.04285413,     0.3168833, ,    0.04670699,     0.3751749, ,    0.05218655,     0.4332071, ,    0.05889162,     0.4909337, ,    0.06682594,     0.5483087, ,    0.07273792,     0.6052873, , 
   0.03903607,      0.258379, ,    0.03716811,     0.1997093, ,    0.03634972,     0.1409216, ,    0.03645888,    0.08206347, ,    0.03787125,    0.02318274, ,     0.0405976,   -0.03567288, ,    0.04214117,     0.3168833, ,    0.04597272,     0.3751749, ,    0.05141016,     0.4332071, ,    0.05805977,     0.4909337, ,    0.06593273,     0.5483087, ,    0.07204949,     0.6052873, , 
   0.03839852,      0.258379, ,    0.03653736,     0.1997093, ,    0.03572332,     0.1409216, ,    0.03583802,    0.08206347, ,    0.03727639,    0.02318274, ,    0.04004008,   -0.03567288, ,    0.04149128,     0.3168833, ,    0.04530897,     0.3751749, ,    0.05071042,     0.4332071, ,    0.05731022,     0.4909337, ,    0.06512773,     0.5483087, ,    0.07141055,     0.6052873, , 
   0.03777368,      0.258379, ,    0.03591898,     0.1997093, ,    0.03510879,     0.1409216, ,    0.03522635,    0.08206347, ,      0.036687,    0.02318274, ,     0.0394801,   -0.03567288, ,     0.0408544,     0.3168833, ,    0.04465855,     0.3751749, ,    0.05002438,     0.4332071, ,     0.0565748,     0.4909337, ,    0.06433707,     0.5483087, ,    0.07082957,     0.6052873, , 
    0.0371656,      0.258379, ,    0.03531674,     0.1997093, ,    0.03450893,     0.1409216, ,    0.03462671,    0.08206347, ,    0.03610583,    0.02318274, ,    0.03892324,   -0.03567288, ,    0.04023469,     0.3168833, ,    0.04402567,     0.3751749, ,    0.04935702,     0.4332071, ,    0.05585986,     0.4909337, ,    0.06356975,     0.5483087, ,    0.07030314,     0.6052873, , 
   0.03663017,      0.258379, ,    0.03478532,     0.1997093, ,    0.03397757,     0.1409216, ,    0.03409017,    0.08206347, ,    0.03558299,    0.02318274, ,    0.03842177,   -0.03567288, ,    0.03968931,     0.3168833, ,    0.04346889,     0.3751749, ,    0.04877475,     0.4332071, ,    0.05524476,     0.4909337, ,    0.06292652,     0.5483087, ,    0.06980099,     0.6052873, , 
   0.03613197,      0.258379, ,    0.03429157,     0.1997093, ,    0.03348497,     0.1409216, ,    0.03359457,    0.08206347, ,     0.0351032,    0.02318274, ,    0.03796559,   -0.03567288, ,    0.03918135,     0.3168833, ,    0.04294993,     0.3751749, ,    0.04823156,     0.4332071, ,    0.05467029,     0.4909337, ,    0.06232643,     0.5483087, ,    0.06930735,     0.6052873, , 
