0.2358,0.91994,0.22732,0.92661,-7.2084e-59
0.30113,0.85763,0.30428,0.87464,3.3388e-56
0.305,0.89418,0.30875,0.90643,3.916e-56
0.33426,0.90508,0.34222,0.91683,-1.2669e-50
0.31625,0.94534,0.32168,0.95094,-6.259e-56
0.32014,0.98555,0.32613,0.98566,-1.4829e-57
0.30934,1.0112,0.31375,1.0076,-1.1185e-62
0.33906,1.0989,0.34764,1.0829,-6.9161e-66
0.31007,1.1355,0.31459,1.115,-2.081e-65
0.29193,1.1538,0.29362,1.1313,-1.1987e-66
0.25189,1.1722,0.24654,1.1486,-3.4324e-62
0.23757,1.2198,0.22944,1.1911,-5.2831e-59
0.2524,1.2599,0.24716,1.2257,-4.0166e-62
0.23437,1.2965,0.2256,1.259,-7.8789e-56
0.2419,1.3368,0.23464,1.2939,-1.7166e-56
0.24594,1.4026,0.23946,1.3515,-2.538e-54
0.19145,1.4466,0.17338,1.396,-1.2566e-43
0.20989,1.4794,0.19598,1.4233,8.7799e-44
0.26838,1.4939,0.26607,1.4293,6.1467e-48
0.32674,1.4865,0.33367,1.4163,-7.9216e-41
0.28257,1.4244,0.28272,1.3671,-1.032e-47
0.28594,1.3769,0.28665,1.3255,-5.0047e-48
0.28938,1.3403,0.29065,1.2934,-2.4665e-49
0.33329,1.3585,0.34111,1.3057,1.8642e-40
0.36944,1.2999,0.38172,1.2532,3.7449e-38
0.31422,1.2196,0.31935,1.1874,-1.0767e-54
0.42733,1.212,0.44503,1.1762,1.7096e-39
0.47467,1.1936,0.49533,1.1592,9.4642e-36
0.44893,1.1607,0.46814,1.1328,8.0539e-44
0.47055,1.1132,0.491,1.0929,-3.2659e-44
0.47039,1.0876,0.49084,1.0718,-8.2299e-41
0.49582,1.0656,0.51737,1.0535,-4.1344e-35
0.52489,1.0436,0.54727,1.0354,9.7566e-28
0.45925,1.0547,0.47909,1.0447,-1.6572e-38
0.36422,1.033,0.3759,1.0266,-3.8199e-52
0.3639,0.97813,0.37554,0.97993,-2.9102e-47
0.3966,0.95246,0.41167,0.95877,-2.1728e-39
0.37813,0.91594,0.39135,0.92746,-3.7364e-41
0.37409,0.85014,0.38688,0.87154,-5.2855e-43
0.4472,0.86824,0.46631,0.88983,1.4737e-29
0.48347,0.82793,0.50453,0.85808,3.9856e-24
0.54511,0.75831,0.56778,0.80465,1.1807e-17
0.5642,0.90087,0.58695,0.92055,2.658e-13
0.52437,0.95581,0.54674,0.96404,9.213e-21
0.45148,0.97427,0.47085,0.97798,-1.52e-33
0.56841,0.99592,0.59115,0.9971,9.959e-18
0.56528,1.0837,0.58803,1.0677,2.4541e-26
0.52929,1.1715,0.55175,1.1394,3.3248e-31
0.5805,1.1897,0.60317,1.1525,6.9704e-24
0.51929,1.3324,0.54155,1.2708,1.2414e-16
0.41715,1.3436,0.43405,1.2869,6.8643e-30
0.39931,1.4132,0.41464,1.3467,4.1695e-29
0.40006,1.5411,0.41547,1.4544,5.6499e-30
0.41492,1.585,0.43164,1.4894,5.829e-31
0.35663,1.6034,0.36742,1.5127,1.0117e-41
0.6055,1.7161,0.62776,1.5708,2.2379e-06
0.69708,1.7708,0.71513,1.6005,1.8847e-05
0.76671,1.8181,0.77885,1.6266,2.1583e-05
0.94541,1.7921,0.93252,1.5819,1.8086e-05
0.85004,1.7119,0.8522,1.5349,2.0576e-05
0.64179,1.6795,0.66288,1.5368,1.77e-05
0.68153,1.6099,0.70059,1.4773,8.5654e-06
0.72512,1.5732,0.74106,1.444,1.4524e-05
0.65572,1.5661,0.67619,1.4459,1.802e-08
0.49844,1.5116,0.52009,1.4189,-9.7922e-19
0.5859,1.4858,0.6085,1.3893,5.5365e-09
0.51972,1.4055,0.54199,1.3303,5.2845e-15
0.69872,1.4307,0.71666,1.3361,4.6509e-06
0.73507,1.405,0.75018,1.3135,4.2606e-06
0.82727,1.5657,0.83247,1.4278,1.0396e-05
0.89658,1.5582,0.89187,1.4156,1.5241e-05
0.91535,1.6459,0.90761,1.4783,2.1903e-05
0.93974,1.4484,0.92784,1.3312,7.8246e-06
1.0162,1.4153,0.98976,1.302,1.4033e-05
1.0813,1.3128,1.0407,1.2254,1.8566e-05
0.96084,1.3131,0.94516,1.2312,1.6433e-05
0.88159,1.4924,0.87919,1.3682,6.3279e-06
0.80449,1.4158,0.81249,1.3168,4.2539e-06
0.79322,1.361,0.80252,1.276,9.6688e-06
0.81864,1.339,0.82492,1.2579,1.4475e-05
0.74516,1.2587,0.75937,1.2005,5.4905e-08
0.7962,1.2477,0.80516,1.1899,3.0972e-06
0.7413,1.2222,0.75586,1.1725,1.3681e-09
0.65704,1.1712,0.67745,1.1356,8.0227e-19
0.75186,1.1564,0.76545,1.1217,1.6515e-11
0.80285,1.138,0.81104,1.1066,2.4878e-10
0.93082,1.1742,0.92047,1.1309,2.0993e-05
0.90115,1.0938,0.89571,1.0723,1.7466e-06
0.94104,1.0499,0.92892,1.0397,1.3879e-05
0.87897,1.0464,0.87696,1.0372,3.1353e-06
0.80249,1.0758,0.81072,1.0596,7.3666e-10
0.72212,1.065,0.73831,1.0519,6.6359e-13
0.72169,0.99189,0.73791,0.99538,3.7896e-09
0.75428,0.94794,0.76764,0.96202,6.4272e-06
0.70303,0.92247,0.72067,0.94132,1.2157e-06
0.70284,0.88956,0.72049,0.91578,6.8978e-06
0.74292,0.8785,0.75734,0.90847,4.453e-06
0.71355,0.84932,0.73041,0.88495,5.3894e-06
0.67696,0.83478,0.6963,0.87219,4.7268e-06
0.73122,0.75055,0.74666,0.80952,8.2493e-08
0.75288,0.71028,0.76637,0.77989,-8.7492e-09
0.66884,0.69586,0.68864,0.76308,3.5118e-12
0.72716,0.68109,0.74294,0.75572,1.0106e-08
0.75986,0.65542,0.77268,0.73838,5.7536e-06
0.745,0.61158,0.75923,0.70361,5.66e-06
0.705,0.63727,0.7225,0.72015,1.9961e-08
0.62848,0.65939,0.65008,0.73137,5.2476e-15
0.62446,0.59724,0.64619,0.68182,1.4313e-13
0.66068,0.54962,0.68091,0.64777,1.228e-09
0.61306,0.52049,0.63513,0.61978,-3.9886e-14
0.57263,0.47305,0.59535,0.57724,-2.1925e-11
0.56513,0.44016,0.58789,0.54986,2.6643e-06
0.64539,0.43266,0.66633,0.55409,1.0684e-05
0.6928,0.42523,0.71114,0.55417,1.0216e-05
0.6741,0.34849,0.6936,0.49185,3.7419e-05
0.76578,0.4214,0.77801,0.5601,4.6204e-06
0.79872,0.43594,0.80739,0.57503,4.5884e-06
0.77023,0.55667,0.78201,0.66383,2.0225e-05
0.85437,0.58938,0.85593,0.69595,9.6736e-06
0.91629,0.56729,0.90839,0.6848,1.4161e-05
0.94154,0.51604,0.92933,0.64946,1.2332e-05
0.93757,0.4612,0.92605,0.60896,2.8815e-05
1.018,0.4866,0.99121,0.63532,1.7526e-05
0.98923,0.55614,0.96818,0.68283,1.0469e-05
1.0041,0.59633,0.98009,0.71301,2.0021e-05
1.0515,0.59621,1.0176,0.71652,2.2772e-05
0.98612,0.64756,0.96568,0.74869,5.8522e-06
0.85148,0.71735,0.85344,0.79137,1.283e-05
0.98292,0.72435,0.96309,0.80405,9.8335e-06
1.0416,0.77174,1.0098,0.84105,1.6751e-05
1.1107,0.73501,1.0633,0.81835,1.0132e-05
1.1364,0.75688,1.0827,0.8349,1.7626e-05
1.0053,0.80839,0.98109,0.86578,1.0705e-05
1.0241,0.89975,0.99604,0.93201,5.7884e-06
1.0281,0.95093,0.99917,0.96875,1.1293e-05
0.96601,0.95108,0.94937,0.9679,5.9029e-06
0.96627,0.99496,0.94958,0.99979,1.3369e-05
0.87843,0.95495,0.8765,0.96938,1.0939e-05
0.91476,0.92561,0.90711,0.94835,8.7681e-06
0.85988,0.90381,0.86066,0.93094,1.6994e-05
0.78668,0.87108,0.79671,0.9042,4.3617e-06
0.79428,0.92225,0.80346,0.94325,3.7264e-06
0.80186,0.96976,0.81017,0.97937,9.824e-06
0.82033,1.0063,0.8264,1.0071,2.0306e-06
0.83501,1.0209,0.8392,1.0182,1.0279e-06
1.0138,1.0058,0.98784,1.008,1.3764e-05
1.014,1.0424,0.98801,1.0342,1.106e-05
1.0142,1.0753,0.98817,1.0579,8.9918e-06
1.0724,1.0386,1.0338,1.0315,1.2374e-05
