0.12691,0.64416,0.12691,0.64416,-9.6079e-42
0.14121,0.59294,0.14121,0.59294,-3.1289e-46
0.17421,0.61845,0.17421,0.61845,-1.0212e-49
0.21064,0.6074,0.21064,0.6074,7.8863e-54
0.23978,0.59636,0.23978,0.59636,2.4936e-51
0.19943,0.56355,0.19943,0.56355,4.1408e-50
0.2284,0.52326,0.2284,0.52326,1.8981e-45
0.26468,0.48661,0.26468,0.48661,-1.1971e-41
0.3376,0.47181,0.3376,0.47181,-7.8995e-40
0.33779,0.50471,0.33779,0.50471,-7.9042e-43
0.29429,0.55601,0.29429,0.55601,-2.7919e-47
0.34194,0.5888,0.34194,0.5888,-5.5488e-46
0.35267,0.55221,0.35267,0.55221,-4.9844e-47
0.40704,0.48626,0.40704,0.48626,1.4537e-35
0.44358,0.49349,0.44358,0.49349,1.9901e-32
0.45844,0.53733,0.45844,0.53733,2.1561e-37
0.4441,0.58124,0.4441,0.58124,-5.3583e-36
0.40781,0.61789,0.40781,0.61789,-5.8857e-36
0.36064,0.66554,0.36064,0.66554,-1.3046e-39
0.28751,0.64378,0.28751,0.64378,4.6314e-52
0.25481,0.66945,0.25481,0.66945,6.6181e-57
0.20371,0.66957,0.20371,0.66957,-7.8842e-53
0.2185,0.70244,0.2185,0.70244,-1.8101e-55
0.17842,0.71351,0.17842,0.71351,-3.2935e-48
0.13842,0.7392,0.13842,0.7392,-1.8742e-42
0.14226,0.7721,0.14226,0.7721,-1.4302e-44
0.20783,0.75,0.20783,0.75,-2.0356e-54
0.25878,0.72428,0.25878,0.72428,3.7608e-57
0.32436,0.70219,0.32436,0.70219,-4.6811e-45
0.32457,0.73875,0.32457,0.73875,1.029e-44
0.27719,0.74983,0.27719,0.74983,4.8214e-54
0.21896,0.77923,0.21896,0.77923,-5.3853e-58
0.21185,0.81215,0.21185,0.81215,-2.712e-59
0.13904,0.84523,0.13904,0.84523,-6.8766e-51
0.1174,0.88916,0.1174,0.88916,-3.0753e-54
0.11766,0.93304,0.11766,0.93304,-2.4572e-61
0.1179,0.97326,0.1179,0.97326,-6.3263e-69
0.12904,1.0061,0.12904,1.0061,-2.3006e-77
0.14014,1.0317,0.14014,1.0317,-1.1238e-84
0.059883,1.0392,0.059883,1.0392,-1.3347e-78
0.060098,1.0758,0.060098,1.0758,-1.0971e-87
0.060422,1.1306,0.060422,1.1306,-1.9465e-86
0.028174,1.2331,0.028174,1.2331,-2.1532e-69
0.021111,1.2733,0.021111,1.2733,-1.2405e-64
0.010441,1.3209,0.010441,1.3209,-2.201e-61
0.028993,1.372,0.028993,1.372,-1.7813e-54
0.07625,1.339,0.07625,1.339,-1.6763e-56
0.054156,1.3061,0.054156,1.3061,-3.1794e-60
0.097439,1.2183,0.097439,1.2183,-8.0692e-70
0.10044,1.1086,0.10044,1.1086,-7.4171e-92
0.14774,1.0829,0.14774,1.0829,8.1547e-92
0.22792,1.0607,0.22792,1.0607,-8.302e-76
0.19494,1.0389,0.19494,1.0389,-1.3277e-86
0.17282,1.0024,0.17282,1.0024,-2.5041e-82
0.1726,0.96581,0.1726,0.96581,-7.1632e-75
0.20148,0.9109,0.20148,0.9109,-1.0281e-69
