CD,T4--1.0°-VLM2, , CD,T4--2.0°-VLM2, , CD,T4--3.0°-VLM2, , CD,T4--4.0°-VLM2, , CD,T4--5.0°-VLM2, , CD,T4--6.0°-VLM2, , CD,T4-0.0°-VLM2, , CD,T4-1.0°-VLM2, , CD,T4-2.0°-VLM2, , CD,T4-3.0°-VLM2, , CD,T4-4.0°-VLM2, , CD,T4-5.0°-VLM2, , 
   0.06916436,     0.4481074, ,    0.06506999,     0.3928712, ,     0.0620047,     0.3373574, ,    0.05979727,      0.281614, ,    0.05876326,     0.2256894, ,    0.05859768,     0.1696325, ,    0.07437938,     0.5030186, ,    0.08029481,     0.5575579, ,    0.08739153,     0.6116791, ,    0.09543621,      0.665337, ,     0.1047976,      0.718487, ,     0.1097694,     0.7710857, , 
   0.06758771,     0.4481074, ,    0.06352904,     0.3928712, ,     0.0605023,     0.3373574, ,    0.05835465,      0.281614, ,    0.05743796,     0.2256894, ,     0.0574288,     0.1696325, ,    0.07264692,     0.5030186, ,    0.07854138,     0.5575579, ,    0.08546319,     0.6116791, ,    0.09342436,      0.665337, ,      0.102636,      0.718487, ,     0.1084682,     0.7710857, , 
   0.06649077,     0.4481074, ,    0.06249622,     0.3928712, ,    0.05951905,     0.3373574, ,    0.05743481,      0.281614, ,    0.05661195,     0.2256894, ,    0.05672191,     0.1696325, ,     0.0714709,     0.5030186, ,    0.07730709,     0.5575579, ,    0.08414875,     0.6116791, ,     0.0920162,      0.665337, ,     0.1011024,      0.718487, ,     0.1075366,     0.7710857, , 
   0.06557863,     0.4481074, ,    0.06165217,     0.3928712, ,    0.05873342,     0.3373574, ,    0.05671289,      0.281614, ,    0.05597347,     0.2256894, ,     0.0561845,     0.1696325, ,    0.07050093,     0.5030186, ,    0.07626621,     0.5575579, ,    0.08303763,     0.6116791, ,    0.09082107,      0.665337, ,    0.09979788,      0.718487, ,     0.1067412,     0.7710857, , 
   0.06469517,     0.4481074, ,    0.06083109,     0.3928712, ,    0.05797534,     0.3373574, ,    0.05602145,      0.281614, ,    0.05536781,     0.2256894, ,    0.05567978,     0.1696325, ,    0.06955379,     0.5030186, ,    0.07525668,     0.5575579, ,    0.08195166,     0.6116791, ,    0.08965133,      0.665337, ,    0.09852177,      0.718487, ,     0.1060241,     0.7710857, , 
   0.06392857,     0.4481074, ,     0.0601223,     0.3928712, ,    0.05732708,     0.3373574, ,    0.05543533,      0.281614, ,    0.05486112,     0.2256894, ,    0.05526079,     0.1696325, ,    0.06872608,     0.5030186, ,    0.07437263,     0.5575579, ,    0.08099981,     0.6116791, ,    0.08863388,      0.665337, ,     0.0974381,      0.718487, ,     0.1054432,     0.7710857, , 
   0.06321332,     0.4481074, ,    0.05946602,     0.3928712, ,    0.05673098,     0.3373574, ,     0.0549002,      0.281614, ,    0.05440288,     0.2256894, ,    0.05488493,     0.1696325, ,    0.06795445,     0.5030186, ,    0.07354319,     0.5575579, ,    0.08011116,     0.6116791, ,    0.08768496,      0.665337, ,    0.09643755,      0.718487, ,     0.1049399,     0.7710857, , 
   0.06254452,     0.4481074, ,    0.05885414,     0.3928712, ,     0.0561779,     0.3373574, ,    0.05440714,      0.281614, ,    0.05398097,     0.2256894, ,    0.05453889,     0.1696325, ,    0.06723209,     0.5030186, ,    0.07276763,     0.5575579, ,    0.07927796,     0.6116791, ,    0.08679612,      0.665337, ,    0.09549638,      0.718487, ,     0.1044716,     0.7710857, , 
   0.06196981,     0.4481074, ,    0.05832871,     0.3928712, ,    0.05570483,     0.3373574, ,    0.05398846,      0.281614, ,    0.05362212,     0.2256894, ,    0.05424242,     0.1696325, ,    0.06660943,     0.5030186, ,    0.07209809,     0.5575579, ,    0.07855585,     0.6116791, ,    0.08602381,      0.665337, ,    0.09467865,      0.718487, ,     0.1040296,     0.7710857, , 
   0.06142895,     0.4481074, ,    0.05783543,     0.3928712, ,    0.05526235,     0.3373574, ,    0.05359861,      0.281614, ,    0.05328866,     0.2256894, ,    0.05396613,     0.1696325, ,    0.06602135,     0.5030186, ,    0.07146341,     0.5575579, ,    0.07787177,     0.6116791, ,    0.08528967,      0.665337, ,    0.09390131,      0.718487, ,      0.103559,     0.7710857, , 
   0.06089979,     0.4481074, ,    0.05735392,     0.3928712, ,    0.05483146,     0.3373574, ,    0.05321995,      0.281614, ,    0.05296593,     0.2256894, ,    0.05369834,     0.1696325, ,    0.06544485,     0.5030186, ,    0.07083976,     0.5575579, ,    0.07719842,     0.6116791, ,    0.08456782,      0.665337, ,    0.09313544,      0.718487, ,     0.1030976,     0.7710857, , 
   0.06038025,     0.4481074, ,    0.05688189,     0.3928712, ,    0.05440964,     0.3373574, ,    0.05285001,      0.281614, ,    0.05265102,     0.2256894, ,    0.05343656,     0.1696325, ,    0.06487798,     0.5030186, ,     0.0702257,     0.5575579, ,    0.07653432,     0.6116791, ,    0.08385486,      0.665337, ,    0.09237805,      0.718487, ,     0.1026953,     0.7710857, , 
   0.05993589,     0.4481074, ,    0.05647928,     0.3928712, ,    0.05405209,     0.3373574, ,     0.0525395,      0.281614, ,    0.05238873,     0.2256894, ,     0.0532222,     0.1696325, ,    0.06438933,     0.5030186, ,    0.06969262,     0.5575579, ,    0.07596193,     0.6116791, ,    0.08324363,      0.665337, ,    0.09173908,      0.718487, ,     0.1023026,     0.7710857, , 
   0.05957021,     0.4481074, ,    0.05614973,     0.3928712, ,    0.05376419,     0.3373574, ,    0.05229612,      0.281614, ,    0.05218252,     0.2256894, ,    0.05305208,     0.1696325, ,    0.06398328,     0.5030186, ,    0.06924628,     0.5575579, ,    0.07548646,     0.6116791, ,    0.08273905,      0.665337, ,    0.09122151,      0.718487, ,     0.1019138,     0.7710857, , 
   0.05924232,     0.4481074, ,    0.05585442,     0.3928712, ,       0.05351,     0.3373574, ,    0.05208921,      0.281614, ,    0.05200307,     0.2256894, ,    0.05289499,     0.1696325, ,    0.06361925,     0.5030186, ,    0.06884635,     0.5575579, ,    0.07506123,     0.6116791, ,    0.08228801,      0.665337, ,    0.09076004,      0.718487, ,     0.1015286,     0.7710857, , 
   0.05892082,     0.4481074, ,    0.05556485,     0.3928712, ,    0.05326115,     0.3373574, ,    0.05188749,      0.281614, ,     0.0518277,     0.2256894, ,    0.05274051,     0.1696325, ,    0.06326233,     0.5030186, ,    0.06845428,     0.5575579, ,    0.07464448,     0.6116791, ,    0.08184591,      0.665337, ,    0.09030785,      0.718487, ,     0.1011598,     0.7710857, , 
   0.05860199,     0.4481074, ,    0.05527771,     0.3928712, ,    0.05301455,     0.3373574, ,    0.05168782,      0.281614, ,    0.05165419,     0.2256894, ,     0.0525877,     0.1696325, ,    0.06290832,     0.5030186, ,    0.06806537,     0.5575579, ,    0.07423115,     0.6116791, ,    0.08140745,      0.665337, ,    0.08985951,      0.718487, ,     0.1007808,     0.7710857, , 
   0.05828544,     0.4481074, ,    0.05499269,     0.3928712, ,    0.05276989,     0.3373574, ,    0.05148991,      0.281614, ,    0.05148228,     0.2256894, ,    0.05243632,     0.1696325, ,     0.0625568,     0.5030186, ,    0.06767918,     0.5575579, ,    0.07382074,     0.6116791, ,    0.08097215,      0.665337, ,     0.0894145,      0.718487, ,     0.1003859,     0.7710857, , 
   0.05798032,     0.4481074, ,    0.05471875,     0.3928712, ,    0.05253743,     0.3373574, ,    0.05130586,      0.281614, ,    0.05132068,     0.2256894, ,    0.05229097,     0.1696325, ,    0.06221714,     0.5030186, ,    0.06730538,     0.5575579, ,    0.07342348,     0.6116791, ,    0.08055091,      0.665337, ,     0.0889847,      0.718487, ,    0.09999412,     0.7710857, , 
   0.05769981,     0.4481074, ,    0.05446745,     0.3928712, ,    0.05232684,     0.3373574, ,    0.05114352,      0.281614, ,    0.05117806,     0.2256894, ,    0.05216109,     0.1696325, ,    0.06190394,     0.5030186, ,    0.06695975,     0.5575579, ,    0.07305698,     0.6116791, ,    0.08016147,      0.665337, ,     0.0885856,      0.718487, ,    0.09960474,     0.7710857, , 
   0.05744963,     0.4481074, ,    0.05424422,     0.3928712, ,    0.05214355,     0.3373574, ,    0.05100901,      0.281614, ,    0.05105866,     0.2256894, ,    0.05204827,     0.1696325, ,    0.06162354,     0.5030186, ,     0.0666494,     0.5575579, ,    0.07272956,     0.6116791, ,    0.07981269,      0.665337, ,    0.08822559,      0.718487, ,    0.09923826,     0.7710857, , 
    0.0572015,     0.4481074, ,    0.05402292,     0.3928712, ,    0.05196207,     0.3373574, ,    0.05087617,      0.281614, ,     0.0509408,     0.2256894, ,    0.05193687,     0.1696325, ,    0.06134533,     0.5030186, ,    0.06634138,     0.5575579, ,    0.07240462,     0.6116791, ,    0.07946662,      0.665337, ,    0.08786851,      0.718487, ,    0.09888723,     0.7710857, , 
   0.05695503,     0.4481074, ,    0.05380319,     0.3928712, ,    0.05178205,     0.3373574, ,    0.05074468,      0.281614, ,    0.05082419,     0.2256894, ,    0.05182663,     0.1696325, ,    0.06106886,     0.5030186, ,     0.0660352,     0.5575579, ,    0.07208163,     0.6116791, ,    0.07912268,      0.665337, ,    0.08751373,      0.718487, ,    0.09854839,     0.7710857, , 
   0.05673082,     0.4481074, ,    0.05360324,     0.3928712, ,    0.05161895,     0.3373574, ,    0.05062775,      0.281614, ,    0.05072209,     0.2256894, ,     0.0517312,     0.1696325, ,    0.06081757,     0.5030186, ,    0.06575606,     0.5575579, ,     0.0717879,     0.6116791, ,    0.07881964,      0.665337, ,    0.08720264,      0.718487, ,     0.0982248,     0.7710857, , 
