CD,T4--1.0°-VLM2, , CD,T4--2.0°-VLM2, , CD,T4--3.0°-VLM2, , CD,T4--4.0°-VLM2, , CD,T4--5.0°-VLM2, , CD,T4--6.0°-VLM2, , CD,T4-0.0°-VLM2, , CD,T4-1.0°-VLM2, , CD,T4-2.0°-VLM2, , CD,T4-3.0°-VLM2, , CD,T4-4.0°-VLM2, , CD,T4-5.0°-VLM2, , 
   0.04723583,     0.2857008, ,    0.04593635,     0.2299765, ,    0.04546945,     0.1741247, ,    0.04610157,     0.1181892, ,    0.04777001,    0.06221371, ,    0.05044878,   0.006242158, ,    0.04942965,     0.3412541, ,    0.05239602,     0.3965931, ,    0.05613971,     0.4516749, ,    0.06076941,     0.5064571, ,    0.06640913,     0.5608979, ,    0.07329714,     0.6149559, , 
    0.0461863,     0.2857008, ,    0.04493595,     0.2299765, ,     0.0445464,     0.1741247, ,    0.04528463,     0.1181892, ,    0.04700946,    0.06221371, ,     0.0497016,   0.006242158, ,    0.04834764,     0.3412541, ,    0.05126868,     0.3965931, ,    0.05497645,     0.4516749, ,    0.05956312,     0.5064571, ,    0.06514093,     0.5608979, ,    0.07178996,     0.6149559, , 
   0.04526951,     0.2857008, ,    0.04405629,     0.2299765, ,    0.04371786,     0.1741247, ,    0.04454448,     0.1181892, ,    0.04636573,    0.06221371, ,    0.04917122,   0.006242158, ,    0.04740347,     0.3412541, ,     0.0502959,     0.3965931, ,    0.05397488,     0.4516749, ,    0.05852864,     0.5064571, ,    0.06405382,     0.5608979, ,     0.0706212,     0.6149559, , 
   0.04442818,     0.2857008, ,    0.04324674,     0.2299765, ,    0.04293533,     0.1741247, ,     0.0438147,     0.1181892, ,    0.04571514,    0.06221371, ,    0.04863552,   0.006242158, ,    0.04653218,     0.3412541, ,    0.04939982,     0.3965931, ,    0.05305251,     0.4516749, ,    0.05757734,     0.5064571, ,    0.06305656,     0.5608979, ,    0.06955591,     0.6149559, , 
   0.04362813,     0.2857008, ,    0.04247683,     0.2299765, ,    0.04217825,     0.1741247, ,    0.04309075,     0.1181892, ,    0.04508463,    0.06221371, ,    0.04816542,   0.006242158, ,    0.04569938,     0.3412541, ,    0.04854405,     0.3965931, ,    0.05217124,     0.4516749, ,    0.05666819,     0.5064571, ,    0.06210351,     0.5608979, ,      0.068539,     0.6149559, , 
   0.04290977,     0.2857008, ,     0.0417833,     0.2299765, ,    0.04149315,     0.1741247, ,     0.0424331,     0.1181892, ,    0.04448238,    0.06221371, ,    0.04769459,   0.006242158, ,    0.04495162,     0.3412541, ,    0.04777322,     0.3965931, ,    0.05137724,     0.4516749, ,    0.05584845,     0.5064571, ,    0.06124549,     0.5608979, ,     0.0676269,     0.6149559, , 
   0.04228132,     0.2857008, ,    0.04117388,     0.2299765, ,    0.04088805,     0.1741247, ,    0.04185635,     0.1181892, ,    0.04394991,    0.06221371, ,    0.04722135,   0.006242158, ,    0.04429781,     0.3412541, ,    0.04709711,     0.3965931, ,    0.05068117,     0.4516749, ,    0.05512961,     0.5064571, ,    0.06049304,     0.5608979, ,     0.0668299,     0.6149559, , 
   0.04167026,     0.2857008, ,    0.04058186,     0.2299765, ,     0.0403044,     0.1741247, ,    0.04129777,     0.1181892, ,    0.04343628,    0.06221371, ,    0.04676752,   0.006242158, ,    0.04366302,     0.3412541, ,     0.0464398,     0.3965931, ,    0.05000548,     0.4516749, ,    0.05443179,     0.5064571, ,    0.05976294,     0.5608979, ,    0.06605768,     0.6149559, , 
   0.04107962,     0.2857008, ,    0.04001083,     0.2299765, ,    0.03974672,     0.1741247, ,    0.04076004,     0.1181892, ,    0.04294307,    0.06221371, ,    0.04632778,   0.006242158, ,    0.04305006,     0.3412541, ,    0.04580341,     0.3965931, ,    0.04935225,     0.4516749, ,     0.0537567,     0.5064571, ,    0.05905638,     0.5608979, ,    0.06531084,     0.6149559, , 
   0.04053396,     0.2857008, ,    0.03948905,     0.2299765, ,    0.03924624,     0.1741247, ,    0.04027195,     0.1181892, ,     0.0424957,    0.06221371, ,    0.04592563,   0.006242158, ,    0.04248327,     0.3412541, ,    0.04521517,     0.3965931, ,    0.04874815,     0.4516749, ,    0.05313223,     0.5064571, ,    0.05840303,     0.5608979, ,    0.06462077,     0.6149559, , 
   0.04004957,     0.2857008, ,     0.0390334,     0.2299765, ,    0.03882529,     0.1741247, ,    0.03985464,     0.1181892, ,     0.0421141,    0.06221371, ,    0.04559925,   0.006242158, ,    0.04198116,     0.3412541, ,    0.04469594,     0.3965931, ,    0.04821425,     0.4516749, ,    0.05257965,     0.5064571, ,    0.05782545,     0.5608979, ,    0.06401265,     0.6149559, , 
   0.03957213,     0.2857008, ,    0.03858342,     0.2299765, ,    0.03840816,     0.1741247, ,    0.03944594,     0.1181892, ,    0.04174197,    0.06221371, ,    0.04526752,   0.006242158, ,    0.04148697,     0.3412541, ,    0.04418581,     0.3965931, ,    0.04768923,     0.4516749, ,    0.05203648,     0.5064571, ,    0.05725804,     0.5608979, ,    0.06341559,     0.6149559, , 
   0.03911617,     0.2857008, ,    0.03814951,     0.2299765, ,    0.03800085,     0.1741247, ,    0.03905653,     0.1181892, ,    0.04139092,    0.06221371, ,    0.04495956,   0.006242158, ,    0.04101585,     0.3412541, ,    0.04369987,     0.3965931, ,    0.04718731,     0.4516749, ,    0.05151713,     0.5064571, ,    0.05671574,     0.5608979, ,    0.06284511,     0.6149559, , 
    0.0386846,     0.2857008, ,    0.03773843,     0.2299765, ,    0.03761435,     0.1741247, ,    0.03869066,     0.1181892, ,    0.04106015,    0.06221371, ,    0.04465118,   0.006242158, ,    0.04056909,     0.3412541, ,    0.04323812,     0.3965931, ,    0.04671077,     0.4516749, ,    0.05102397,     0.5064571, ,    0.05620082,     0.5608979, ,    0.06230345,     0.6149559, , 
   0.03828287,     0.2857008, ,    0.03735497,     0.2299765, ,    0.03725303,     0.1741247, ,    0.03836736,     0.1181892, ,    0.04076482,    0.06221371, ,    0.04438274,   0.006242158, ,    0.04015251,     0.3412541, ,    0.04280796,     0.3965931, ,    0.04626858,     0.4516749, ,    0.05056585,     0.5064571, ,    0.05572274,     0.5608979, ,    0.06180046,     0.6149559, , 
   0.03789584,     0.2857008, ,    0.03698563,     0.2299765, ,    0.03690587,     0.1741247, ,    0.03806333,     0.1181892, ,    0.04048622,    0.06221371, ,    0.04413621,   0.006242158, ,    0.03975119,     0.3412541, ,    0.04239372,     0.3965931, ,    0.04584259,     0.4516749, ,    0.05012439,     0.5064571, ,    0.05526237,     0.5608979, ,    0.06131648,     0.6149559, , 
