-1.1609,-1.14,-1.1192,-1.0983,-1.0775,-1.0567,-1.0358,-1.015,-0.99413,-0.97328,-0.95244,-0.9316,-0.91076,-0.88991,-0.86907,-0.84823,-0.82739,-0.80654,-0.7857,-0.76486,-0.74402,-0.72317,-0.70233,-0.68149,-0.66065,-0.6398,-0.61896,-0.59812,-0.57728,-0.55643,-0.53559,-0.51475,-0.49391,-0.47306,-0.45222,-0.43138,-0.41054,-0.38969,-0.36885,-0.34801,-0.32716,-0.30632,-0.28548,-0.26464,-0.24379,-0.22295,-0.20211,-0.18127,-0.16042,-0.13958,-0.11874,-0.097896,-0.077054,-0.056211,-0.035368,-0.014526,0.0063167,0.027159,0.048002,0.068844,0.089687,0.11053,0.13137,0.15221,0.17306,0.1939,0.21474,0.23559,0.25643,0.27727,0.29811,0.31896,0.3398,0.36064,0.38148,0.40233,0.42317,0.44401,0.46485,0.4857,0.50654,0.52738,0.54822,0.56907,0.58991,0.61075,0.63159,0.65244,0.67328,0.69412,0.71496,0.73581,0.75665,0.77749,0.79834,0.81918,0.84002,0.86086,0.88171,0.90255,0.92339,0.94423,0.96508,0.98592,1.0068,1.0276,1.0484,1.0693,1.0901,1.111,1.1318,1.1527,1.1735,1.1943,1.2152,1.236,1.2569,1.2777,1.2986,1.3194,1.3402,1.3611,1.3819,1.4028,1.4236,1.4445,1.4653,1.4861,1.507,1.5278,1.5487,1.5695,1.5904,1.6112,1.632,1.6529,1.6737,1.6946,1.7154,1.7363,1.7571,1.7779,1.7988,1.8196,1.8405,1.8613,1.8821,1.903,1.9238,1.9447,1.9655,1.9864,2.0072,2.028,2.0489,2.0697,2.0906,2.1114,2.1323
-1.1609,-1.1401,-1.1192,-1.0984,-1.0775,-1.0567,-1.0359,-1.015,-0.99417,-0.97332,-0.95248,-0.93164,-0.9108,-0.88995,-0.86911,-0.84827,-0.82743,-0.80658,-0.78574,-0.7649,-0.74405,-0.72321,-0.70237,-0.68153,-0.66068,-0.63984,-0.619,-0.59816,-0.57731,-0.55647,-0.53563,-0.51479,-0.49394,-0.4731,-0.45226,-0.43142,-0.41057,-0.38973,-0.36889,-0.34805,-0.3272,-0.30636,-0.28552,-0.26468,-0.24383,-0.22299,-0.20215,-0.1813,-0.16046,-0.13962,-0.11878,-0.097935,-0.077092,-0.056249,-0.035407,-0.014564,0.0062784,0.027121,0.047964,0.068806,0.089649,0.11049,0.13133,0.15218,0.17302,0.19386,0.2147,0.23555,0.25639,0.27723,0.29807,0.31892,0.33976,0.3606,0.38145,0.40229,0.42313,0.44397,0.46482,0.48566,0.5065,0.52734,0.54819,0.56903,0.58987,0.61071,0.63156,0.6524,0.67324,0.69408,0.71493,0.73577,0.75661,0.77745,0.7983,0.81914,0.83998,0.86082,0.88167,0.90251,0.92335,0.94419,0.96504,0.98588,1.0067,1.0276,1.0484,1.0693,1.0901,1.1109,1.1318,1.1526,1.1735,1.1943,1.2151,1.236,1.2568,1.2777,1.2985,1.3194,1.3402,1.361,1.3819,1.4027,1.4236,1.4444,1.4653,1.4861,1.5069,1.5278,1.5486,1.5695,1.5903,1.6112,1.632,1.6528,1.6737,1.6945,1.7154,1.7362,1.7571,1.7779,1.7987,1.8196,1.8404,1.8613,1.8821,1.903,1.9238,1.9446,1.9655,1.9863,2.0072,2.028,2.0489,2.0697,2.0905,2.1114,2.1322
-1.1609,-1.1401,-1.1193,-1.0984,-1.0776,-1.0567,-1.0359,-1.015,-0.9942,-0.97336,-0.95252,-0.93168,-0.91083,-0.88999,-0.86915,-0.84831,-0.82746,-0.80662,-0.78578,-0.76494,-0.74409,-0.72325,-0.70241,-0.68157,-0.66072,-0.63988,-0.61904,-0.59819,-0.57735,-0.55651,-0.53567,-0.51482,-0.49398,-0.47314,-0.4523,-0.43145,-0.41061,-0.38977,-0.36893,-0.34808,-0.32724,-0.3064,-0.28556,-0.26471,-0.24387,-0.22303,-0.20219,-0.18134,-0.1605,-0.13966,-0.11882,-0.097973,-0.07713,-0.056288,-0.035445,-0.014602,0.0062401,0.027083,0.047925,0.068768,0.08961,0.11045,0.1313,0.15214,0.17298,0.19382,0.21467,0.23551,0.25635,0.27719,0.29804,0.31888,0.33972,0.36056,0.38141,0.40225,0.42309,0.44393,0.46478,0.48562,0.50646,0.5273,0.54815,0.56899,0.58983,0.61068,0.63152,0.65236,0.6732,0.69405,0.71489,0.73573,0.75657,0.77742,0.79826,0.8191,0.83994,0.86079,0.88163,0.90247,0.92331,0.94416,0.965,0.98584,1.0067,1.0275,1.0484,1.0692,1.0901,1.1109,1.1317,1.1526,1.1734,1.1943,1.2151,1.236,1.2568,1.2776,1.2985,1.3193,1.3402,1.361,1.3819,1.4027,1.4235,1.4444,1.4652,1.4861,1.5069,1.5277,1.5486,1.5694,1.5903,1.6111,1.632,1.6528,1.6736,1.6945,1.7153,1.7362,1.757,1.7779,1.7987,1.8195,1.8404,1.8612,1.8821,1.9029,1.9238,1.9446,1.9654,1.9863,2.0071,2.028,2.0488,2.0697,2.0905,2.1113,2.1322
-1.161,-1.1401,-1.1193,-1.0985,-1.0776,-1.0568,-1.0359,-1.0151,-0.99424,-0.9734,-0.95256,-0.93171,-0.91087,-0.89003,-0.86919,-0.84834,-0.8275,-0.80666,-0.78582,-0.76497,-0.74413,-0.72329,-0.70245,-0.6816,-0.66076,-0.63992,-0.61908,-0.59823,-0.57739,-0.55655,-0.53571,-0.51486,-0.49402,-0.47318,-0.45234,-0.43149,-0.41065,-0.38981,-0.36896,-0.34812,-0.32728,-0.30644,-0.28559,-0.26475,-0.24391,-0.22307,-0.20222,-0.18138,-0.16054,-0.1397,-0.11885,-0.098011,-0.077169,-0.056326,-0.035483,-0.014641,0.0062018,0.027044,0.047887,0.06873,0.089572,0.11041,0.13126,0.1521,0.17294,0.19379,0.21463,0.23547,0.25631,0.27716,0.298,0.31884,0.33968,0.36053,0.38137,0.40221,0.42305,0.4439,0.46474,0.48558,0.50642,0.52727,0.54811,0.56895,0.58979,0.61064,0.63148,0.65232,0.67316,0.69401,0.71485,0.73569,0.75654,0.77738,0.79822,0.81906,0.83991,0.86075,0.88159,0.90243,0.92328,0.94412,0.96496,0.9858,1.0066,1.0275,1.0483,1.0692,1.09,1.1109,1.1317,1.1525,1.1734,1.1942,1.2151,1.2359,1.2568,1.2776,1.2984,1.3193,1.3401,1.361,1.3818,1.4027,1.4235,1.4443,1.4652,1.486,1.5069,1.5277,1.5486,1.5694,1.5902,1.6111,1.6319,1.6528,1.6736,1.6945,1.7153,1.7361,1.757,1.7778,1.7987,1.8195,1.8403,1.8612,1.882,1.9029,1.9237,1.9446,1.9654,1.9862,2.0071,2.0279,2.0488,2.0696,2.0905,2.1113,2.1321
-1.161,-1.1402,-1.1193,-1.0985,-1.0777,-1.0568,-1.036,-1.0151,-0.99428,-0.97344,-0.9526,-0.93175,-0.91091,-0.89007,-0.86923,-0.84838,-0.82754,-0.8067,-0.78585,-0.76501,-0.74417,-0.72333,-0.70248,-0.68164,-0.6608,-0.63996,-0.61911,-0.59827,-0.57743,-0.55659,-0.53574,-0.5149,-0.49406,-0.47322,-0.45237,-0.43153,-0.41069,-0.38985,-0.369,-0.34816,-0.32732,-0.30648,-0.28563,-0.26479,-0.24395,-0.2231,-0.20226,-0.18142,-0.16058,-0.13973,-0.11889,-0.098049,-0.077207,-0.056364,-0.035522,-0.014679,0.0061635,0.027006,0.047849,0.068691,0.089534,0.11038,0.13122,0.15206,0.1729,0.19375,0.21459,0.23543,0.25627,0.27712,0.29796,0.3188,0.33964,0.36049,0.38133,0.40217,0.42302,0.44386,0.4647,0.48554,0.50639,0.52723,0.54807,0.56891,0.58976,0.6106,0.63144,0.65228,0.67313,0.69397,0.71481,0.73565,0.7565,0.77734,0.79818,0.81902,0.83987,0.86071,0.88155,0.90239,0.92324,0.94408,0.96492,0.98577,1.0066,1.0275,1.0483,1.0691,1.09,1.1108,1.1317,1.1525,1.1733,1.1942,1.215,1.2359,1.2567,1.2776,1.2984,1.3192,1.3401,1.3609,1.3818,1.4026,1.4235,1.4443,1.4651,1.486,1.5068,1.5277,1.5485,1.5694,1.5902,1.611,1.6319,1.6527,1.6736,1.6944,1.7153,1.7361,1.7569,1.7778,1.7986,1.8195,1.8403,1.8612,1.882,1.9028,1.9237,1.9445,1.9654,1.9862,2.0071,2.0279,2.0487,2.0696,2.0904,2.1113,2.1321
-1.1611,-1.1402,-1.1194,-1.0985,-1.0777,-1.0568,-1.036,-1.0152,-0.99432,-0.97348,-0.95263,-0.93179,-0.91095,-0.89011,-0.86926,-0.84842,-0.82758,-0.80674,-0.78589,-0.76505,-0.74421,-0.72337,-0.70252,-0.68168,-0.66084,-0.63999,-0.61915,-0.59831,-0.57747,-0.55662,-0.53578,-0.51494,-0.4941,-0.47325,-0.45241,-0.43157,-0.41073,-0.38988,-0.36904,-0.3482,-0.32736,-0.30651,-0.28567,-0.26483,-0.24399,-0.22314,-0.2023,-0.18146,-0.16062,-0.13977,-0.11893,-0.098088,-0.077245,-0.056403,-0.03556,-0.014717,0.0061252,0.026968,0.04781,0.068653,0.089496,0.11034,0.13118,0.15202,0.17287,0.19371,0.21455,0.23539,0.25624,0.27708,0.29792,0.31876,0.33961,0.36045,0.38129,0.40213,0.42298,0.44382,0.46466,0.4855,0.50635,0.52719,0.54803,0.56888,0.58972,0.61056,0.6314,0.65225,0.67309,0.69393,0.71477,0.73562,0.75646,0.7773,0.79814,0.81899,0.83983,0.86067,0.88151,0.90236,0.9232,0.94404,0.96488,0.98573,1.0066,1.0274,1.0483,1.0691,1.0899,1.1108,1.1316,1.1525,1.1733,1.1942,1.215,1.2358,1.2567,1.2775,1.2984,1.3192,1.3401,1.3609,1.3817,1.4026,1.4234,1.4443,1.4651,1.4859,1.5068,1.5276,1.5485,1.5693,1.5902,1.611,1.6318,1.6527,1.6735,1.6944,1.7152,1.7361,1.7569,1.7777,1.7986,1.8194,1.8403,1.8611,1.882,1.9028,1.9236,1.9445,1.9653,1.9862,2.007,2.0279,2.0487,2.0695,2.0904,2.1112,2.1321
-1.1611,-1.1403,-1.1194,-1.0986,-1.0777,-1.0569,-1.036,-1.0152,-0.99436,-0.97351,-0.95267,-0.93183,-0.91099,-0.89014,-0.8693,-0.84846,-0.82762,-0.80677,-0.78593,-0.76509,-0.74425,-0.7234,-0.70256,-0.68172,-0.66088,-0.64003,-0.61919,-0.59835,-0.57751,-0.55666,-0.53582,-0.51498,-0.49414,-0.47329,-0.45245,-0.43161,-0.41076,-0.38992,-0.36908,-0.34824,-0.32739,-0.30655,-0.28571,-0.26487,-0.24402,-0.22318,-0.20234,-0.1815,-0.16065,-0.13981,-0.11897,-0.098126,-0.077283,-0.056441,-0.035598,-0.014756,0.006087,0.02693,0.047772,0.068615,0.089457,0.1103,0.13114,0.15199,0.17283,0.19367,0.21451,0.23536,0.2562,0.27704,0.29788,0.31873,0.33957,0.36041,0.38125,0.4021,0.42294,0.44378,0.46462,0.48547,0.50631,0.52715,0.54799,0.56884,0.58968,0.61052,0.63136,0.65221,0.67305,0.69389,0.71473,0.73558,0.75642,0.77726,0.79811,0.81895,0.83979,0.86063,0.88148,0.90232,0.92316,0.944,0.96485,0.98569,1.0065,1.0274,1.0482,1.0691,1.0899,1.1107,1.1316,1.1524,1.1733,1.1941,1.215,1.2358,1.2566,1.2775,1.2983,1.3192,1.34,1.3609,1.3817,1.4025,1.4234,1.4442,1.4651,1.4859,1.5068,1.5276,1.5484,1.5693,1.5901,1.611,1.6318,1.6527,1.6735,1.6943,1.7152,1.736,1.7569,1.7777,1.7985,1.8194,1.8402,1.8611,1.8819,1.9028,1.9236,1.9444,1.9653,1.9861,2.007,2.0278,2.0487,2.0695,2.0903,2.1112,2.132
-1.1611,-1.1403,-1.1195,-1.0986,-1.0778,-1.0569,-1.0361,-1.0152,-0.9944,-0.97355,-0.95271,-0.93187,-0.91103,-0.89018,-0.86934,-0.8485,-0.82765,-0.80681,-0.78597,-0.76513,-0.74428,-0.72344,-0.7026,-0.68176,-0.66091,-0.64007,-0.61923,-0.59839,-0.57754,-0.5567,-0.53586,-0.51502,-0.49417,-0.47333,-0.45249,-0.43165,-0.4108,-0.38996,-0.36912,-0.34828,-0.32743,-0.30659,-0.28575,-0.2649,-0.24406,-0.22322,-0.20238,-0.18153,-0.16069,-0.13985,-0.11901,-0.098164,-0.077322,-0.056479,-0.035637,-0.014794,0.0060487,0.026891,0.047734,0.068576,0.089419,0.11026,0.1311,0.15195,0.17279,0.19363,0.21447,0.23532,0.25616,0.277,0.29784,0.31869,0.33953,0.36037,0.38122,0.40206,0.4229,0.44374,0.46459,0.48543,0.50627,0.52711,0.54796,0.5688,0.58964,0.61048,0.63133,0.65217,0.67301,0.69385,0.7147,0.73554,0.75638,0.77722,0.79807,0.81891,0.83975,0.86059,0.88144,0.90228,0.92312,0.94397,0.96481,0.98565,1.0065,1.0273,1.0482,1.069,1.0899,1.1107,1.1315,1.1524,1.1732,1.1941,1.2149,1.2358,1.2566,1.2774,1.2983,1.3191,1.34,1.3608,1.3817,1.4025,1.4233,1.4442,1.465,1.4859,1.5067,1.5276,1.5484,1.5692,1.5901,1.6109,1.6318,1.6526,1.6735,1.6943,1.7151,1.736,1.7568,1.7777,1.7985,1.8194,1.8402,1.861,1.8819,1.9027,1.9236,1.9444,1.9653,1.9861,2.0069,2.0278,2.0486,2.0695,2.0903,2.1112,2.132
-1.1612,-1.1403,-1.1195,-1.0986,-1.0778,-1.057,-1.0361,-1.0153,-0.99443,-0.97359,-0.95275,-0.93191,-0.91106,-0.89022,-0.86938,-0.84854,-0.82769,-0.80685,-0.78601,-0.76517,-0.74432,-0.72348,-0.70264,-0.6818,-0.66095,-0.64011,-0.61927,-0.59842,-0.57758,-0.55674,-0.5359,-0.51505,-0.49421,-0.47337,-0.45253,-0.43168,-0.41084,-0.39,-0.36916,-0.34831,-0.32747,-0.30663,-0.28579,-0.26494,-0.2441,-0.22326,-0.20242,-0.18157,-0.16073,-0.13989,-0.11905,-0.098203,-0.07736,-0.056517,-0.035675,-0.014832,0.0060104,0.026853,0.047696,0.068538,0.089381,0.11022,0.13107,0.15191,0.17275,0.19359,0.21444,0.23528,0.25612,0.27696,0.29781,0.31865,0.33949,0.36033,0.38118,0.40202,0.42286,0.4437,0.46455,0.48539,0.50623,0.52708,0.54792,0.56876,0.5896,0.61045,0.63129,0.65213,0.67297,0.69382,0.71466,0.7355,0.75634,0.77719,0.79803,0.81887,0.83971,0.86056,0.8814,0.90224,0.92308,0.94393,0.96477,0.98561,1.0065,1.0273,1.0481,1.069,1.0898,1.1107,1.1315,1.1524,1.1732,1.194,1.2149,1.2357,1.2566,1.2774,1.2983,1.3191,1.3399,1.3608,1.3816,1.4025,1.4233,1.4441,1.465,1.4858,1.5067,1.5275,1.5484,1.5692,1.59,1.6109,1.6317,1.6526,1.6734,1.6943,1.7151,1.7359,1.7568,1.7776,1.7985,1.8193,1.8402,1.861,1.8818,1.9027,1.9235,1.9444,1.9652,1.9861,2.0069,2.0277,2.0486,2.0694,2.0903,2.1111,2.132
-1.1612,-1.1404,-1.1195,-1.0987,-1.0778,-1.057,-1.0362,-1.0153,-0.99447,-0.97363,-0.95279,-0.93194,-0.9111,-0.89026,-0.86942,-0.84857,-0.82773,-0.80689,-0.78605,-0.7652,-0.74436,-0.72352,-0.70268,-0.68183,-0.66099,-0.64015,-0.61931,-0.59846,-0.57762,-0.55678,-0.53594,-0.51509,-0.49425,-0.47341,-0.45256,-0.43172,-0.41088,-0.39004,-0.36919,-0.34835,-0.32751,-0.30667,-0.28582,-0.26498,-0.24414,-0.2233,-0.20245,-0.18161,-0.16077,-0.13993,-0.11908,-0.098241,-0.077398,-0.056556,-0.035713,-0.014871,0.0059721,0.026815,0.047657,0.0685,0.089342,0.11019,0.13103,0.15187,0.17271,0.19356,0.2144,0.23524,0.25608,0.27693,0.29777,0.31861,0.33945,0.3603,0.38114,0.40198,0.42282,0.44367,0.46451,0.48535,0.50619,0.52704,0.54788,0.56872,0.58956,0.61041,0.63125,0.65209,0.67293,0.69378,0.71462,0.73546,0.75631,0.77715,0.79799,0.81883,0.83968,0.86052,0.88136,0.9022,0.92305,0.94389,0.96473,0.98557,1.0064,1.0273,1.0481,1.0689,1.0898,1.1106,1.1315,1.1523,1.1732,1.194,1.2148,1.2357,1.2565,1.2774,1.2982,1.3191,1.3399,1.3607,1.3816,1.4024,1.4233,1.4441,1.465,1.4858,1.5066,1.5275,1.5483,1.5692,1.59,1.6109,1.6317,1.6525,1.6734,1.6942,1.7151,1.7359,1.7567,1.7776,1.7984,1.8193,1.8401,1.861,1.8818,1.9026,1.9235,1.9443,1.9652,1.986,2.0069,2.0277,2.0485,2.0694,2.0902,2.1111,2.1319
