CD,T4--1.0°-VLM2, , CD,T4--2.0°-VLM2, , CD,T4--3.0°-VLM2, , CD,T4--4.0°-VLM2, , CD,T4--5.0°-VLM2, , CD,T4--6.0°-VLM2, , CD,T4-0.0°-VLM2, , CD,T4-1.0°-VLM2, , CD,T4-2.0°-VLM2, , CD,T4-3.0°-VLM2, , CD,T4-4.0°-VLM2, , CD,T4-5.0°-VLM2, , 
   0.04889625,     0.4535335, ,    0.04634253,     0.3865588, ,    0.04520993,     0.3193719, ,    0.04553288,     0.2520222, ,    0.04714791,     0.1845596, ,    0.05006174,     0.1170339, ,    0.05273574,     0.5202468, ,     0.0577226,     0.5866499, ,    0.06391334,     0.6526945, ,    0.07219427,     0.7183331, ,    0.08161868,     0.7835186, ,    0.07954434,     0.8482048, , 
     0.047636,     0.4535335, ,    0.04511627,     0.3865588, ,    0.04405309,     0.3193719, ,     0.0445013,     0.2520222, ,    0.04626783,     0.1845596, ,     0.0493134,     0.1170339, ,     0.0514286,     0.5202468, ,    0.05635454,     0.5866499, ,    0.06245274,     0.6526945, ,    0.07052134,     0.7183331, ,     0.0799254,     0.7835186, ,    0.07838083,     0.8482048, , 
   0.04650886,     0.4535335, ,    0.04401235,     0.3865588, ,     0.0429978,     0.3193719, ,    0.04354286,     0.2520222, ,    0.04542923,     0.1845596, ,    0.04859283,     0.1170339, ,    0.05025717,     0.5202468, ,    0.05511153,     0.5866499, ,    0.06110317,     0.6526945, ,    0.06895539,     0.7183331, ,    0.07848714,     0.7835186, ,    0.07740203,     0.8482048, , 
   0.04540188,     0.4535335, ,    0.04292438,     0.3865588, ,    0.04195367,     0.3193719, ,    0.04259056,     0.2520222, ,    0.04459165,     0.1845596, ,    0.04786842,     0.1170339, ,    0.04910938,     0.5202468, ,     0.0538945,     0.5866499, ,    0.05977912,     0.6526945, ,    0.06741135,     0.7183331, ,    0.07675063,     0.7835186, ,     0.0765217,     0.8482048, , 
   0.04436833,     0.4535335, ,    0.04190599,     0.3865588, ,    0.04097089,     0.3193719, ,    0.04168002,     0.2520222, ,    0.04378273,     0.1845596, ,    0.04716736,     0.1170339, ,    0.04803436,     0.5202468, ,    0.05275115,     0.5866499, ,    0.05853087,     0.6526945, ,    0.06594872,     0.7183331, ,    0.07518235,     0.7835186, ,    0.07572042,     0.8482048, , 
   0.04350008,     0.4535335, ,    0.04104895,     0.3865588, ,     0.0401326,     0.3193719, ,    0.04087788,     0.2520222, ,    0.04304058,     0.1845596, ,    0.04651205,     0.1170339, ,     0.0471287,     0.5202468, ,    0.05178441,     0.5866499, ,    0.05747385,     0.6526945, ,    0.06470062,     0.7183331, ,    0.07391113,     0.7835186, ,    0.07497023,     0.8482048, , 
   0.04269523,     0.4535335, ,    0.04025325,     0.3865588, ,    0.03934869,     0.3193719, ,    0.04011751,     0.2520222, ,    0.04232431,     0.1845596, ,    0.04587357,     0.1170339, ,    0.04628919,     0.5202468, ,    0.05088766,     0.5866499, ,    0.05649268,     0.6526945, ,    0.06353663,     0.7183331, ,    0.07277162,     0.7835186, ,    0.07485213,     0.8482048, , 
   0.04192573,     0.4535335, ,    0.03949215,     0.3865588, ,    0.03859862,     0.3193719, ,    0.03938436,     0.2520222, ,    0.04162885,     0.1845596, ,    0.04524969,     0.1170339, ,    0.04548578,     0.5202468, ,    0.05002846,     0.5866499, ,    0.05555027,     0.6526945, ,    0.06241235,     0.7183331, ,    0.07169964,     0.7835186, ,    0.07416394,     0.8482048, , 
   0.04128587,     0.4535335, ,    0.03887161,     0.3865588, ,    0.03800657,     0.3193719, ,    0.03880062,     0.2520222, ,    0.04104176,     0.1845596, ,    0.04469533,     0.1170339, ,    0.04482118,     0.5202468, ,    0.04933089,     0.5866499, ,    0.05481298,     0.6526945, ,    0.06158354,     0.7183331, ,    0.07067926,     0.7835186, ,    0.07308997,     0.8482048, , 
   0.04070309,     0.4535335, ,    0.03831759,     0.3865588, ,     0.0374797,     0.3193719, ,    0.03827537,     0.2520222, ,    0.04049802,     0.1845596, ,    0.04417134,     0.1170339, ,    0.04421341,     0.5202468, ,    0.04869576,     0.5866499, ,    0.05414846,     0.6526945, ,    0.06084413,     0.7183331, ,    0.06970853,     0.7835186, ,    0.07256035,     0.8482048, , 
   0.04016482,     0.4535335, ,    0.03780692,     0.3865588, ,    0.03699362,     0.3193719, ,    0.03778236,     0.2520222, ,    0.03998082,     0.1845596, ,    0.04366776,     0.1170339, ,    0.04365167,     0.5202468, ,    0.04810997,     0.5866499, ,    0.05353705,     0.6526945, ,    0.06016095,     0.7183331, ,    0.06880032,     0.7835186, ,     0.0720486,     0.8482048, , 
   0.03966448,     0.4535335, ,    0.03733807,     0.3865588, ,    0.03655483,     0.3193719, ,    0.03733908,     0.2520222, ,    0.03950652,     0.1845596, ,    0.04319031,     0.1170339, ,     0.0431271,     0.5202468, ,    0.04756248,     0.5866499, ,    0.05296501,     0.6526945, ,    0.05951708,     0.7183331, ,    0.06793152,     0.7835186, ,    0.07156166,     0.8482048, , 
   0.03919748,     0.4535335, ,    0.03691082,     0.3865588, ,    0.03615489,     0.3193719, ,    0.03693381,     0.2520222, ,    0.03907071,     0.1845596, ,    0.04273927,     0.1170339, ,    0.04263521,     0.5202468, ,    0.04705072,     0.5866499, ,    0.05243213,     0.6526945, ,    0.05891196,     0.7183331, ,    0.06710075,     0.7835186, ,    0.07110378,     0.8482048, , 
   0.03874635,     0.4535335, ,    0.03650525,     0.3865588, ,    0.03577391,     0.3193719, ,    0.03654673,     0.2520222, ,    0.03865435,     0.1845596, ,     0.0422999,     0.1170339, ,     0.0421587,     0.5202468, ,    0.04655656,     0.5866499, ,    0.05191944,     0.6526945, ,    0.05832705,     0.7183331, ,    0.06628984,     0.7835186, ,     0.0706611,     0.8482048, , 
   0.03831661,     0.4535335, ,    0.03612208,     0.3865588, ,    0.03541654,     0.3193719, ,    0.03618774,     0.2520222, ,    0.03826245,     0.1845596, ,     0.0418697,     0.1170339, ,    0.04170359,     0.5202468, ,    0.04608456,     0.5866499, ,    0.05142983,     0.6526945, ,    0.05776671,     0.7183331, ,    0.06550388,     0.7835186, ,    0.07023015,     0.8482048, , 
