CD.0, CL.0.0deg,  ,CD.1, CL.1.0deg, , CD.2, CL.2.0deg, , CD.3, CL.3.0deg, , CD.4, CL.4.0deg, , CD.5, CL.5.0deg, , 
   0.04438127,       0.43243, ,    0.04762339,     0.4934984, ,     0.0518281,     0.5542297, ,    0.05733442,     0.6145745, ,    0.06406985,      0.674484, ,    0.07170251,     0.7339103, , 
   0.04354059,       0.43243, ,    0.04675499,     0.4934984, ,    0.05092962,     0.5542297, ,    0.05640756,     0.6145745, ,    0.06307408,      0.674484, ,    0.07069316,     0.7339103, , 
   0.04281141,       0.43243, ,    0.04599974,     0.4934984, ,    0.05015474,     0.5542297, ,    0.05561304,     0.6145745, ,    0.06219595,      0.674484, ,    0.06973443,     0.7339103, , 
   0.04217805,       0.43243, ,    0.04534357,     0.4934984, ,    0.04948753,     0.5542297, ,     0.0549321,     0.6145745, ,    0.06145201,      0.674484, ,    0.06892612,     0.7339103, , 
   0.04162219,       0.43243, ,    0.04476798,     0.4934984, ,    0.04891024,     0.5542297, ,    0.05434668,     0.6145745, ,    0.06082089,      0.674484, ,    0.06823776,     0.7339103, , 
   0.04111632,       0.43243, ,    0.04424342,     0.4934984, ,    0.04838692,     0.5542297, ,    0.05381916,     0.6145745, ,    0.06025357,      0.674484, ,      0.067618,     0.7339103, , 
   0.04066546,       0.43243, ,    0.04377531,     0.4934984, ,    0.04792277,     0.5542297, ,    0.05335347,     0.6145745, ,    0.05976417,      0.674484, ,    0.06709545,     0.7339103, , 
   0.04026043,       0.43243, ,    0.04335451,     0.4934984, ,    0.04750625,     0.5542297, ,    0.05293592,     0.6145745, ,    0.05932775,      0.674484, ,    0.06663724,     0.7339103, , 
   0.03988452,       0.43243, ,    0.04296399,     0.4934984, ,    0.04711969,     0.5542297, ,    0.05254844,     0.6145745, ,    0.05892396,      0.674484, ,    0.06621756,     0.7339103, , 
    0.0395428,       0.43243, ,    0.04260954,     0.4934984, ,    0.04676989,     0.5542297, ,     0.0521994,     0.6145745, ,    0.05856944,      0.674484, ,    0.06585505,     0.7339103, , 
    0.0392264,       0.43243, ,    0.04228202,     0.4934984, ,    0.04644635,     0.5542297, ,    0.05187541,     0.6145745, ,    0.05823975,      0.674484, ,    0.06551863,     0.7339103, , 
   0.03893314,       0.43243, ,    0.04197952,     0.4934984, ,    0.04614596,     0.5542297, ,    0.05157391,     0.6145745, ,    0.05793285,      0.674484, ,    0.06520771,     0.7339103, , 
   0.03866412,       0.43243, ,    0.04170335,     0.4934984, ,    0.04587065,     0.5542297, ,    0.05129736,     0.6145745, ,    0.05765166,      0.674484, ,    0.06492659,     0.7339103, , 
   0.03841258,       0.43243, ,    0.04144574,     0.4934984, ,    0.04561151,     0.5542297, ,    0.05103684,     0.6145745, ,      0.057387,      0.674484, ,    0.06466233,     0.7339103, , 
   0.03817749,       0.43243, ,     0.0412058,     0.4934984, ,    0.04536852,     0.5542297, ,    0.05079271,     0.6145745, ,    0.05713999,      0.674484, ,    0.06441565,     0.7339103, , 
   0.03795727,       0.43243, ,    0.04098188,     0.4934984, ,    0.04513997,     0.5542297, ,    0.05056312,     0.6145745, ,    0.05690826,      0.674484, ,    0.06418428,     0.7339103, , 
   0.03775259,       0.43243, ,    0.04077494,     0.4934984, ,    0.04492553,     0.5542297, ,      0.050347,     0.6145745, ,    0.05669009,      0.674484, ,    0.06396703,     0.7339103, , 
   0.03756179,       0.43243, ,    0.04058322,     0.4934984, ,    0.04472457,     0.5542297, ,    0.05014421,     0.6145745, ,     0.0564865,      0.674484, ,    0.06376602,     0.7339103, , 
   0.03738121,       0.43243, ,    0.04040267,     0.4934984, ,    0.04453289,     0.5542297, ,     0.0499503,     0.6145745, ,    0.05629211,      0.674484, ,    0.06357466,     0.7339103, , 
   0.03721157,       0.43243, ,    0.04023384,     0.4934984, ,    0.04435098,     0.5542297, ,    0.04976582,     0.6145745, ,    0.05610726,      0.674484, ,    0.06339251,     0.7339103, , 
   0.03705327,       0.43243, ,    0.04007698,     0.4934984, ,    0.04417999,     0.5542297, ,    0.04959227,     0.6145745, ,    0.05593428,      0.674484, ,    0.06322133,     0.7339103, , 
   0.03690264,       0.43243, ,    0.03992832,     0.4934984, ,    0.04401629,     0.5542297, ,    0.04942584,     0.6145745, ,     0.0557681,      0.674484, ,    0.06305684,     0.7339103, , 
   0.03676064,       0.43243, ,    0.03978846,     0.4934984, ,    0.04386006,     0.5542297, ,    0.04926699,     0.6145745, ,    0.05560992,      0.674484, ,    0.06290002,     0.7339103, , 
    0.0366265,       0.43243, ,    0.03965689,     0.4934984, ,    0.04371181,     0.5542297, ,    0.04911633,     0.6145745, ,    0.05546025,      0.674484, ,    0.06275125,     0.7339103, , 
