CD.0, CL.0.0deg,  ,CD.1, CL.1.0deg, , CD.2, CL.2.0deg, , CD.3, CL.3.0deg, , CD.4, CL.4.0deg, , CD.5, CL.5.0deg, , 
   0.04769988,      0.533852, ,    0.05143752,     0.5992888, ,    0.05628431,     0.6643475, ,    0.06208596,     0.7289796, ,    0.06894735,     0.7931375, ,    0.07740375,     0.8567743, , 
   0.04664418,      0.533852, ,    0.05031726,     0.5992888, ,    0.05515392,     0.6643475, ,    0.06095179,     0.7289796, ,     0.0677228,     0.7931375, ,    0.07626367,     0.8567743, , 
   0.04572388,      0.533852, ,    0.04934522,     0.5992888, ,    0.05418842,     0.6643475, ,    0.06000384,     0.7289796, ,    0.06676881,     0.7931375, ,    0.07564996,     0.8567743, , 
   0.04487875,      0.533852, ,    0.04846274,     0.5992888, ,    0.05332729,     0.6643475, ,    0.05916717,     0.7289796, ,    0.06592415,     0.7931375, ,    0.07514799,     0.8567743, , 
   0.04409419,      0.533852, ,    0.04766558,     0.5992888, ,    0.05256397,     0.6643475, ,     0.0584298,     0.7289796, ,    0.06516974,     0.7931375, ,    0.07473684,     0.8567743, , 
   0.04336088,      0.533852, ,    0.04694419,     0.5992888, ,    0.05188737,     0.6643475, ,    0.05777762,     0.7289796, ,    0.06450538,     0.7931375, ,    0.07394962,     0.8567743, , 
   0.04265991,      0.533852, ,    0.04629487,     0.5992888, ,    0.05129799,     0.6643475, ,    0.05721515,     0.7289796, ,    0.06393453,     0.7931375, ,    0.07298332,     0.8567743, , 
   0.04213538,      0.533852, ,    0.04568694,     0.5992888, ,    0.05074614,     0.6643475, ,    0.05668755,     0.7289796, ,    0.06339805,     0.7931375, ,    0.07205146,     0.8567743, , 
   0.04177247,      0.533852, ,    0.04515592,     0.5992888, ,    0.05026178,     0.6643475, ,    0.05621915,     0.7289796, ,    0.06291976,     0.7931375, ,    0.07119231,     0.8567743, , 
   0.04109453,      0.533852, ,    0.04467241,     0.5992888, ,    0.04982397,     0.6643475, ,    0.05581752,     0.7289796, ,    0.06249229,     0.7931375, ,    0.07074716,     0.8567743, , 
   0.04035298,      0.533852, ,    0.04423495,     0.5992888, ,    0.04942814,     0.6643475, ,    0.05545362,     0.7289796, ,    0.06210489,     0.7931375, ,    0.07034338,     0.8567743, , 
   0.03984653,      0.533852, ,    0.04383159,     0.5992888, ,    0.04905756,     0.6643475, ,    0.05511236,     0.7289796, ,    0.06173922,     0.7931375, ,    0.06996129,     0.8567743, , 
   0.03942465,      0.533852, ,    0.04346607,     0.5992888, ,    0.04871906,     0.6643475, ,    0.05479604,     0.7289796, ,    0.06140024,     0.7931375, ,    0.06961066,     0.8567743, , 
   0.03903665,      0.533852, ,     0.0431333,     0.5992888, ,    0.04840886,     0.6643475, ,    0.05449952,     0.7289796, ,    0.06108914,     0.7931375, ,    0.06929386,     0.8567743, , 
   0.03867241,      0.533852, ,    0.04282367,     0.5992888, ,     0.0481174,     0.6643475, ,    0.05422069,     0.7289796, ,    0.06079916,     0.7931375, ,    0.06899883,     0.8567743, , 
   0.03831915,      0.533852, ,    0.04253246,     0.5992888, ,    0.04784138,     0.6643475, ,    0.05395642,     0.7289796, ,    0.06052465,     0.7931375, ,    0.06871935,     0.8567743, , 
    0.0379495,      0.533852, ,    0.04226622,     0.5992888, ,    0.04758844,     0.6643475, ,    0.05370702,     0.7289796, ,     0.0602735,     0.7931375, ,    0.06846983,     0.8567743, , 
   0.03758064,      0.533852, ,    0.04201336,     0.5992888, ,    0.04734747,     0.6643475, ,    0.05346782,     0.7289796, ,    0.06003316,     0.7931375, ,    0.06823231,     0.8567743, , 
   0.03729478,      0.533852, ,    0.04177632,     0.5992888, ,    0.04712025,     0.6643475, ,    0.05324155,     0.7289796, ,    0.05980645,     0.7931375, ,    0.06800861,     0.8567743, , 
