CD,T4--1.0°-VLM2, , CD,T4--2.0°-VLM2, , CD,T4--3.0°-VLM2, , CD,T4--4.0°-VLM2, , CD,T4--5.0°-VLM2, , CD,T4--6.0°-VLM2, , CD,T4-0.0°-VLM2, , CD,T4-1.0°-VLM2, , CD,T4-2.0°-VLM2, , CD,T4-3.0°-VLM2, , CD,T4-4.0°-VLM2, , CD,T4-5.0°-VLM2, , 
   0.05375642,       0.52577, ,    0.05078572,     0.4562098, ,    0.04876764,     0.3863954, ,    0.04773751,     0.3163767, ,    0.04785059,     0.2462037, ,    0.04932112,     0.1759269, ,     0.0577343,     0.5950268, ,    0.06275979,     0.6639311, ,    0.06865943,     0.7324347, ,    0.07536176,     0.8004897, ,    0.08354392,     0.8680495, ,    0.08438877,     0.9350677, , 
    0.0528825,       0.52577, ,    0.04995887,     0.4562098, ,    0.04796747,     0.3863954, ,    0.04695761,     0.3163767, ,    0.04707874,     0.2462037, ,    0.04859021,     0.1759269, ,    0.05678026,     0.5950268, ,    0.06169397,     0.6639311, ,    0.06743982,     0.7324347, ,    0.07407492,     0.8004897, ,     0.0820433,     0.8680495, ,    0.08372465,     0.9350677, , 
    0.0521338,       0.52577, ,    0.04925143,     0.4562098, ,    0.04728823,     0.3863954, ,    0.04630005,     0.3163767, ,     0.0464281,     0.2462037, ,    0.04797754,     0.1759269, ,    0.05596936,     0.5950268, ,     0.0608019,     0.6639311, ,    0.06644575,     0.7324347, ,    0.07301781,     0.8004897, ,    0.08084907,     0.8680495, ,     0.0831532,     0.9350677, , 
    0.0514697,       0.52577, ,    0.04862518,     0.4562098, ,    0.04669489,     0.3863954, ,    0.04573184,     0.3163767, ,    0.04587159,     0.2462037, ,    0.04745138,     0.1759269, ,    0.05526066,     0.5950268, ,    0.06004119,     0.6639311, ,    0.06562898,     0.7324347, ,    0.07213289,     0.8004897, ,    0.07982354,     0.8680495, ,    0.08270337,     0.9350677, , 
   0.05084079,       0.52577, ,    0.04803198,     0.4562098, ,    0.04613485,     0.3863954, ,     0.0451984,     0.3163767, ,     0.0453526,     0.2462037, ,    0.04696343,     0.1759269, ,    0.05459053,     0.5950268, ,    0.05932401,     0.6639311, ,    0.06486737,     0.7324347, ,    0.07130047,     0.8004897, ,    0.07884139,     0.8680495, ,    0.08225689,     0.9350677, , 
   0.05030416,       0.52577, ,    0.04752671,     0.4562098, ,    0.04566027,     0.3863954, ,    0.04475701,     0.3163767, ,    0.04493931,     0.2462037, ,    0.04655039,     0.1759269, ,    0.05402115,     0.5950268, ,    0.05872178,     0.6639311, ,    0.06423843,     0.7324347, ,    0.07061987,     0.8004897, ,    0.07802802,     0.8680495, ,     0.0817082,     0.9350677, , 
   0.04982138,       0.52577, ,    0.04707174,     0.4562098, ,    0.04523492,     0.3863954, ,    0.04441019,     0.3163767, ,    0.04468512,     0.2462037, ,    0.04615011,     0.1759269, ,    0.05351065,     0.5950268, ,    0.05818417,     0.6639311, ,    0.06367535,     0.7324347, ,    0.06999793,     0.8004897, ,    0.07728096,     0.8680495, ,     0.0811893,     0.9350677, , 
   0.04937004,       0.52577, ,    0.04664595,     0.4562098, ,    0.04483786,     0.3863954, ,    0.04409306,     0.3163767, ,    0.04446275,     0.2462037, ,     0.0457806,     0.1759269, ,    0.05303422,     0.5950268, ,    0.05768402,     0.6639311, ,    0.06315186,     0.7324347, ,    0.06941548,     0.8004897, ,      0.076577,     0.8680495, ,    0.08073308,     0.9350677, , 
   0.04897323,       0.52577, ,     0.0462724,     0.4562098, ,     0.0444917,     0.3863954, ,    0.04382873,     0.3163767, ,    0.04429709,     0.2462037, ,    0.04546986,     0.1759269, ,    0.05261619,     0.5950268, ,    0.05724567,     0.6639311, ,    0.06269189,     0.7324347, ,    0.06891161,     0.8004897, ,    0.07597125,     0.8680495, ,    0.08032592,     0.9350677, , 
   0.04860623,       0.52577, ,    0.04592761,     0.4562098, ,    0.04417383,     0.3863954, ,     0.0435932,     0.3163767, ,    0.04416321,     0.2462037, ,    0.04519381,     0.1759269, ,    0.05222897,     0.5950268, ,    0.05683899,     0.6639311, ,    0.06226162,     0.7324347, ,    0.06843226,     0.8004897, ,    0.07541573,     0.8680495, ,    0.07996147,     0.9350677, , 
