CD,T4--1.0°-VLM2, , CD,T4--2.0°-VLM2, , CD,T4--3.0°-VLM2, , CD,T4--4.0°-VLM2, , CD,T4--5.0°-VLM2, , CD,T4--6.0°-VLM2, , CD,T4-0.0°-VLM2, , CD,T4-1.0°-VLM2, , CD,T4-2.0°-VLM2, , CD,T4-3.0°-VLM2, , CD,T4-4.0°-VLM2, , CD,T4-5.0°-VLM2, , 
   0.08491193,     0.6231042, ,     0.0792378,     0.5658694, ,    0.07444295,     0.5082578, ,    0.07076554,     0.4503166, ,    0.06800088,     0.3920934, ,    0.06620282,     0.3336365, ,    0.09145484,     0.6799157, ,     0.0988977,     0.7362583, ,      0.107453,     0.7920871, ,     0.1164072,     0.8473583, ,     0.1243977,      0.902029, ,     0.1299319,     0.9560575, , 
   0.08268757,     0.6231042, ,    0.07724048,     0.5658694, ,     0.0726652,     0.5082578, ,    0.06911233,     0.4503166, ,     0.0665849,     0.3920934, ,    0.06505618,     0.3336365, ,    0.08902955,     0.6799157, ,    0.09625968,     0.7362583, ,     0.1046995,     0.7920871, ,     0.1139284,     0.8473583, ,     0.1221521,      0.902029, ,      0.128436,     0.9560575, , 
   0.08088108,     0.6231042, ,    0.07563489,     0.5658694, ,    0.07125024,     0.5082578, ,    0.06787043,     0.4503166, ,    0.06549435,     0.3920934, ,    0.06411958,     0.3336365, ,    0.08703573,     0.6799157, ,     0.0940911,     0.7362583, ,     0.1024034,     0.7920871, ,     0.1118521,     0.8473583, ,     0.1205565,      0.902029, ,     0.1270528,     0.9560575, , 
   0.07981388,     0.6231042, ,    0.07466238,     0.5658694, ,    0.07037272,     0.5082578, ,    0.06709568,     0.4503166, ,    0.06480633,     0.3920934, ,    0.06352046,     0.3336365, ,    0.08587424,     0.6799157, ,    0.09282249,     0.7362583, ,     0.1010051,     0.7920871, ,     0.1103437,     0.8473583, ,      0.119277,      0.902029, ,     0.1257478,     0.9560575, , 
   0.07898271,     0.6231042, ,    0.07389853,     0.5658694, ,    0.06967872,     0.5082578, ,    0.06647899,     0.4503166, ,     0.0642522,     0.3920934, ,    0.06302762,     0.3336365, ,    0.08497743,     0.6799157, ,    0.09184346,     0.7362583, ,    0.09991744,     0.7920871, ,     0.1091266,     0.8473583, ,     0.1181082,      0.902029, ,     0.1245423,     0.9560575, , 
   0.07821581,     0.6231042, ,    0.07319206,     0.5658694, ,     0.0690365,     0.5082578, ,    0.06590803,     0.4503166, ,    0.06373663,     0.3920934, ,    0.06256326,     0.3336365, ,    0.08415447,     0.6799157, ,    0.09094763,     0.7362583, ,    0.09892236,     0.7920871, ,     0.1080157,     0.8473583, ,     0.1169558,      0.902029, ,      0.123584,     0.9560575, , 
   0.07745718,     0.6231042, ,    0.07249349,     0.5658694, ,    0.06840209,     0.5082578, ,    0.06534442,     0.4503166, ,    0.06322763,     0.3920934, ,    0.06210354,     0.3336365, ,    0.08334044,     0.6799157, ,    0.09006264,     0.7362583, ,    0.09794027,     0.7920871, ,     0.1069195,     0.8473583, ,     0.1158231,      0.902029, ,     0.1226895,     0.9560575, , 
   0.07670988,     0.6231042, ,    0.07180587,     0.5658694, ,    0.06777811,     0.5082578, ,    0.06479037,     0.4503166, ,    0.06272686,     0.3920934, ,    0.06165006,     0.3336365, ,    0.08253888,     0.6799157, ,    0.08919167,     0.7362583, ,    0.09697413,     0.7920871, ,     0.1058414,     0.8473583, ,     0.1147485,      0.902029, ,     0.1218265,     0.9560575, , 
   0.07599327,     0.6231042, ,     0.0711479,     0.5658694, ,    0.06718245,     0.5082578, ,    0.06426263,     0.4503166, ,     0.0622499,     0.3920934, ,    0.06121779,     0.3336365, ,    0.08177712,     0.6799157, ,    0.08836932,     0.7362583, ,    0.09606033,     0.7920871, ,     0.1048193,     0.8473583, ,     0.1138687,      0.902029, ,     0.1210059,     0.9560575, , 
   0.07538244,     0.6231042, ,    0.07058959,     0.5658694, ,    0.06667645,     0.5082578, ,    0.06380875,     0.4503166, ,    0.06183975,     0.3920934, ,    0.06084386,     0.3336365, ,    0.08113601,     0.6799157, ,    0.08768611,     0.7362583, ,    0.09529434,     0.7920871, ,     0.1039694,     0.8473583, ,     0.1130239,      0.902029, ,     0.1202778,     0.9560575, , 
   0.07479253,     0.6231042, ,     0.0700486,     0.5658694, ,    0.06618538,     0.5082578, ,     0.0633665,     0.4503166, ,    0.06143978,     0.3920934, ,    0.06047866,     0.3336365, ,    0.08051939,     0.6799157, ,    0.08703062,     0.7362583, ,    0.09455747,     0.7920871, ,      0.103151,     0.8473583, ,     0.1121891,      0.902029, ,     0.1195961,     0.9560575, , 
   0.07420844,     0.6231042, ,    0.06951156,     0.5658694, ,    0.06569809,     0.5082578, ,    0.06292801,     0.4503166, ,    0.06104349,     0.3920934, ,    0.06011716,     0.3336365, ,    0.07991097,     0.6799157, ,    0.08638432,     0.7362583, ,    0.09383038,     0.7920871, ,     0.1023425,     0.8473583, ,     0.1113797,      0.902029, ,      0.118966,     0.9560575, , 
   0.07364422,     0.6231042, ,    0.06898988,     0.5658694, ,    0.06522297,     0.5082578, ,     0.0625021,     0.4503166, ,     0.0606599,     0.3920934, ,    0.05976799,     0.3336365, ,    0.07932509,     0.6799157, ,    0.08576261,     0.7362583, ,    0.09312815,     0.7920871, ,     0.1015589,     0.8473583, ,     0.1106842,      0.902029, ,     0.1183663,     0.9560575, , 
   0.07316439,     0.6231042, ,    0.06854049,     0.5658694, ,    0.06481012,     0.5082578, ,    0.06213879,     0.4503166, ,    0.06033983,     0.3920934, ,    0.05948091,     0.3336365, ,    0.07882973,     0.6799157, ,     0.0852451,     0.7362583, ,    0.09255829,     0.7920871, ,     0.1009259,     0.8473583, ,     0.1100427,      0.902029, ,     0.1177818,     0.9560575, , 
      0.07272,     0.6231042, ,    0.06812437,     0.5658694, ,     0.0644275,     0.5082578, ,    0.06180275,     0.4503166, ,    0.06004675,     0.3920934, ,    0.05922022,     0.3336365, ,    0.07837122,     0.6799157, ,    0.08476791,     0.7362583, ,    0.09203783,     0.7920871, ,     0.1003491,     0.8473583, ,     0.1094451,      0.902029, ,     0.1172351,     0.9560575, , 
   0.07230171,     0.6231042, ,    0.06773459,     0.5658694, ,    0.06406774,     0.5082578, ,    0.06148359,     0.4503166, ,    0.05976912,     0.3920934, ,    0.05897389,     0.3336365, ,    0.07794018,     0.6799157, ,    0.08432143,     0.7362583, ,    0.09155604,     0.7920871, ,    0.09981153,     0.8473583, ,     0.1088747,      0.902029, ,     0.1166952,     0.9560575, , 
   0.07190553,     0.6231042, ,    0.06736361,     0.5658694, ,    0.06372238,     0.5082578, ,    0.06117661,     0.4503166, ,    0.05950335,     0.3920934, ,    0.05873917,     0.3336365, ,    0.07753177,     0.6799157, ,    0.08389798,     0.7362583, ,    0.09109964,     0.7920871, ,     0.0992995,     0.8473583, ,     0.1083192,      0.902029, ,     0.1161656,     0.9560575, , 
   0.07152861,     0.6231042, ,     0.0670048,     0.5658694, ,    0.06338269,     0.5082578, ,     0.0608756,     0.4503166, ,    0.05924412,     0.3920934, ,    0.05851167,     0.3336365, ,    0.07714093,     0.6799157, ,    0.08349041,     0.7362583, ,    0.09065854,     0.7920871, ,     0.0988023,     0.8473583, ,     0.1077924,      0.902029, ,     0.1156719,     0.9560575, , 
   0.07118103,     0.6231042, ,    0.06667139,     0.5658694, ,    0.06306448,     0.5082578, ,    0.06059468,     0.4503166, ,    0.05900453,     0.3920934, ,    0.05830357,     0.3336365, ,    0.07677915,     0.6799157, ,     0.0831115,     0.7362583, ,     0.0902462,     0.7920871, ,    0.09833288,     0.8473583, ,     0.1072714,      0.902029, ,     0.1152099,     0.9560575, , 
   0.07083866,     0.6231042, ,    0.06634289,     0.5658694, ,     0.0627503,     0.5082578, ,    0.06031641,     0.4503166, ,    0.05876765,     0.3920934, ,     0.0580983,     0.3336365, ,    0.07642322,     0.6799157, ,    0.08273862,     0.7362583, ,    0.08983999,     0.7920871, ,    0.09786938,     0.8473583, ,     0.1067599,      0.902029, ,     0.1147672,     0.9560575, , 
   0.07050352,     0.6231042, ,    0.06602234,     0.5658694, ,     0.0624426,     0.5082578, ,    0.06004217,     0.4503166, ,    0.05853423,     0.3920934, ,     0.0578968,     0.3336365, ,    0.07607471,     0.6799157, ,    0.08237371,     0.7362583, ,    0.08944229,     0.7920871, ,     0.0974148,     0.8473583, ,     0.1062801,      0.902029, ,     0.1143634,     0.9560575, , 
   0.07019133,     0.6231042, ,    0.06572496,     0.5658694, ,     0.0621566,     0.5082578, ,    0.05978277,     0.4503166, ,    0.05831186,     0.3920934, ,    0.05770724,     0.3336365, ,    0.07574839,     0.6799157, ,    0.08203084,     0.7362583, ,    0.08907332,     0.7920871, ,     0.0969898,     0.8473583, ,     0.1058241,      0.902029, ,     0.1139862,     0.9560575, , 
   0.06989664,     0.6231042, ,    0.06544618,     0.5658694, ,    0.06188911,     0.5082578, ,    0.05953529,     0.4503166, ,    0.05809652,     0.3920934, ,    0.05752557,     0.3336365, ,    0.07543872,     0.6799157, ,    0.08170397,     0.7362583, ,    0.08872343,     0.7920871, ,    0.09658464,     0.8473583, ,     0.1053798,      0.902029, ,     0.1136208,     0.9560575, , 
   0.06960876,     0.6231042, ,    0.06517333,     0.5658694, ,    0.06162714,     0.5082578, ,    0.05929386,     0.4503166, ,    0.05788558,     0.3920934, ,    0.05734713,     0.3336365, ,    0.07513589,     0.6799157, ,    0.08138398,     0.7362583, ,    0.08838093,     0.7920871, ,    0.09618765,     0.8473583, ,     0.1049723,      0.902029, ,     0.1132886,     0.9560575, , 
   0.06933862,     0.6231042, ,    0.06491649,     0.5658694, ,    0.06138313,     0.5082578, ,     0.0590675,     0.4503166, ,    0.05768452,     0.3920934, ,    0.05717798,     0.3336365, ,    0.07485306,     0.6799157, ,    0.08108685,     0.7362583, ,    0.08806698,     0.7920871, ,    0.09583328,     0.8473583, ,     0.1045897,      0.902029, ,     0.1129707,     0.9560575, , 
   0.06908138,     0.6231042, ,    0.06467225,     0.5658694, ,    0.06115326,     0.5082578, ,    0.05885105,     0.4503166, ,    0.05748864,     0.3920934, ,    0.05701473,     0.3336365, ,    0.07458473,     0.6799157, ,    0.08080608,     0.7362583, ,    0.08777274,     0.7920871, ,    0.09550623,     0.8473583, ,     0.1042183,      0.902029, ,     0.1126604,     0.9560575, , 
   0.06883099,     0.6231042, ,    0.06443623,     0.5658694, ,    0.06093255,     0.5082578, ,    0.05863859,     0.4503166, ,    0.05729268,     0.3920934, ,    0.05685342,     0.3336365, ,    0.07432384,     0.6799157, ,    0.08053352,     0.7362583, ,    0.08748779,     0.7920871, ,    0.09518944,     0.8473583, ,     0.1038732,      0.902029, ,     0.1123578,     0.9560575, , 
   0.06860114,     0.6231042, ,    0.06421956,     0.5658694, ,    0.06073049,     0.5082578, ,    0.05844204,     0.4503166, ,    0.05710675,     0.3920934, ,    0.05668191,     0.3336365, ,    0.07408451,     0.6799157, ,    0.08028383,     0.7362583, ,    0.08722709,     0.7920871, ,    0.09490164,     0.8473583, ,     0.1035408,      0.902029, , , , , 
   0.06838046,     0.6231042, ,    0.06401163,     0.5658694, ,    0.06053709,     0.5082578, ,    0.05825352,     0.4503166, ,    0.05692659,     0.3920934, ,    0.05651317,     0.3336365, ,    0.07385456,     0.6799157, ,    0.08004379,     0.7362583, ,    0.08697642,     0.7920871, ,    0.09462639,     0.8473583, ,     0.1032154,      0.902029, , , , , 
   0.06816547,     0.6231042, ,    0.06380959,     0.5658694, ,    0.06034953,     0.5082578, ,    0.05807031,     0.4503166, ,    0.05675004,     0.3920934, ,    0.05634651,     0.3336365, ,    0.07363044,     0.6799157, ,    0.07980995,     0.7362583, ,    0.08673226,     0.7920871, ,    0.09435791,     0.8473583, ,     0.1028976,      0.902029, , , , , 
   0.06795708,     0.6231042, ,    0.06361449,     0.5658694, ,    0.06016864,     0.5082578, ,     0.0578934,     0.4503166, ,    0.05657867,     0.3920934, ,    0.05618291,     0.3336365, ,    0.07341296,     0.6799157, ,     0.0795831,     0.7362583, ,    0.08649533,     0.7920871, ,    0.09409687,     0.8473583, , , , , , , , 

